# RUN INFO: year,month,day,hour,min,sec,nSamples,startGate,nGates
# 2020,12,30,06,39,04,10000,100,300
# OPS INFO: siteName,radarName,alt,lat,lon,startRange,gateSpacing,scanMode,xmitRcvMode,prfMode,xmitPhaseMode,wavelenCm,beamWidthH,beamWidthV
# ,HCR,1602.23,40.038,-105.241,-198,19.1867,12,8,1,1,0.317556,0.75,0.72
# DUAL CHANNEL MODE:
#   Start gate: 100
#   N gates: 300
#   N samples: 10000
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:14:47.164377928  9864.3   88.40  295.82  -54.945    0.152 -175.994  -49.057    0.152 -175.994  -54.945  -49.057  -68.198  -69.701     24.2557     21.8622
2020/11/19_21:14:48.178138018  9864.3   88.40  295.82  -54.941    0.151 -175.799  -49.060    0.151 -175.799  -54.941  -49.060  -68.157  -69.645     23.5981     21.7585
2020/11/19_21:14:49.191898108  9864.3   88.40  295.82  -54.947    0.152 -175.770  -49.054    0.152 -175.770  -54.947  -49.054  -68.273  -69.623     23.3049     21.6719
2020/11/19_21:14:50.205657959  9864.3   88.40  295.82  -54.951    0.151 -175.849  -49.058    0.151 -175.849  -54.951  -49.058  -68.207  -69.606     23.3331     21.8004
2020/11/19_21:14:51.219418049  9864.3   88.40  295.81  -54.951    0.153 -175.767  -49.054    0.153 -175.767  -54.951  -49.054  -68.134  -69.660     23.3168     21.8866
2020/11/19_21:14:52.233177900  9864.3   88.39  295.90  -54.953    0.152 -176.034  -49.061    0.152 -176.034  -54.953  -49.061  -68.203  -69.549     23.3139     22.2331
2020/11/19_21:14:53.246937990  9864.3   88.39  295.85  -54.942    0.152 -175.700  -49.055    0.152 -175.700  -54.942  -49.055  -68.206  -69.690     23.3622      22.415
2020/11/19_21:14:54.260698080  9864.3   88.39  295.84  -54.945    0.152 -175.773  -49.060    0.152 -175.773  -54.945  -49.060  -68.171  -69.595     23.3058     22.2509
2020/11/19_21:14:55.274457932  9864.3   88.39  295.83  -54.939    0.151 -175.538  -49.063    0.151 -175.538  -54.939  -49.063  -68.252  -69.618     23.4181     22.2172
2020/11/19_21:14:56.288218021  9864.3   88.39  295.82  -54.946    0.153 -175.649  -49.055    0.153 -175.649  -54.946  -49.055  -68.234  -69.429     23.5577      22.095
2020/11/19_21:14:57.301978111  9864.3   88.42  293.88  -54.952    0.151 -175.898  -49.062    0.151 -175.898  -54.952  -49.062  -68.246  -69.444     23.6555     22.1803
2020/11/19_21:14:58.315737963  9864.3   88.39  295.74  -54.958    0.151 -176.045  -49.062    0.151 -176.045  -54.958  -49.062  -68.182  -69.327     23.7365     22.2858
2020/11/19_21:14:59.329498053  9864.3   88.39  295.71  -54.952    0.151 -175.565  -49.067    0.151 -175.565  -54.952  -49.067  -68.251  -69.786     23.7292     22.3063
2020/11/19_21:15:00.343257904  9864.3   88.39  295.71  -54.956    0.152 -175.800  -49.065    0.152 -175.800  -54.956  -49.065  -68.201  -69.571     23.6259     22.2426
# end of file
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:15:01.357017994  9864.3   88.39  295.72  -54.952    0.152 -176.008  -49.064    0.152 -176.008  -54.952  -49.064  -68.266  -69.573      23.569     22.0631
2020/11/19_21:15:02.370778084  9864.3   88.39  295.73  -54.958    0.152 -175.359  -49.059    0.152 -175.359  -54.958  -49.059  -68.154  -69.682     23.5306     22.1173
2020/11/19_21:15:03.384537935  9864.3   88.39  295.73  -54.960    0.151 -175.745  -49.061    0.151 -175.745  -54.960  -49.061  -68.295  -69.547     23.2176     21.8771
2020/11/19_21:15:04.398298025  9864.3   88.39  295.73  -54.960    0.152 -175.933  -49.057    0.152 -175.933  -54.960  -49.057  -68.197  -69.459     23.0481     21.7538
2020/11/19_21:15:05.412058115  9864.3   88.39  295.73  -54.959    0.152 -175.777  -49.058    0.152 -175.777  -54.959  -49.058  -68.224  -69.772     23.2199     21.7894
2020/11/19_21:15:06.425817966  9864.3   88.39  295.73  -54.961    0.151 -176.216  -49.053    0.151 -176.216  -54.961  -49.053  -68.188  -69.500     23.5172     21.8478
2020/11/19_21:15:07.439578056  9864.3   88.39  295.72  -54.965    0.151 -176.433  -49.054    0.151 -176.433  -54.965  -49.054  -68.199  -69.621     23.7116     22.0757
2020/11/19_21:15:08.453337908  9864.3   88.39  295.73  -54.962    0.152 -176.071  -49.059    0.152 -176.071  -54.962  -49.059  -68.172  -69.345     23.6029     22.3263
2020/11/19_21:15:09.467097998  9864.3   88.39  295.73  -54.968    0.152 -175.509  -49.061    0.152 -175.509  -54.968  -49.061  -68.314  -69.791     23.3221     22.3745
2020/11/19_21:15:10.480858088  9864.3   88.39  295.83  -54.972    0.151 -175.881  -49.061    0.151 -175.881  -54.972  -49.061  -68.299  -69.483     23.2487      22.327
2020/11/19_21:15:11.494617939  9864.3   88.39  295.78  -54.973    0.151 -176.097  -49.067    0.151 -176.097  -54.973  -49.067  -68.285  -69.816     23.2372     21.9266
2020/11/19_21:15:12.508378029  9864.3   88.42  293.81  -54.975    0.151 -175.999  -49.058    0.151 -175.999  -54.975  -49.058  -68.347  -69.374     23.5292     21.7572
2020/11/19_21:15:13.522138119  9864.3   88.39  295.78  -54.967    0.151 -176.182  -49.061    0.151 -176.182  -54.967  -49.061  -68.236  -69.615     23.8154     22.0323
2020/11/19_21:15:14.535897970  9864.3   88.39  295.78  -54.972    0.151 -176.354  -49.065    0.151 -176.354  -54.972  -49.065  -68.273  -69.452     23.8331      22.143
2020/11/19_21:15:15.549658060  9864.3   88.39  295.79  -54.975    0.151 -176.259  -49.056    0.151 -176.259  -54.975  -49.056  -68.218  -69.484     23.6895     22.0737
2020/11/19_21:15:16.563417912  9864.3   88.39  295.78  -54.989    0.150 -176.085  -49.065    0.150 -176.085  -54.989  -49.065  -68.327  -69.546     23.6689     22.0322
2020/11/19_21:15:17.577178001  9864.3   88.39  295.78  -54.980    0.151 -176.254  -49.061    0.151 -176.254  -54.980  -49.061  -68.255  -69.739     23.7229     22.0052
2020/11/19_21:15:18.590938091  9864.3   88.39  295.78  -54.983    0.150 -176.289  -49.063    0.150 -176.289  -54.983  -49.063  -68.300  -69.516      23.857     22.0757
2020/11/19_21:15:19.604697943  9864.3   88.39  295.78  -54.983    0.151 -176.307  -49.056    0.151 -176.307  -54.983  -49.056  -68.233  -69.447     23.8581     22.2525
2020/11/19_21:15:20.618458033  9864.3   88.39  295.78  -54.980    0.151 -175.765  -49.065    0.151 -175.765  -54.980  -49.065  -68.270  -69.582      23.943     22.4748
2020/11/19_21:15:21.632217884  9864.3   88.39  295.83  -54.983    0.151 -176.192  -49.061    0.151 -176.192  -54.983  -49.061  -68.235  -69.598     23.7311     22.2376
2020/11/19_21:15:22.645977974  9864.3   88.39  295.80  -54.987    0.151 -176.811  -49.060    0.151 -176.811  -54.987  -49.060  -68.211  -69.710      23.653     22.1253
2020/11/19_21:15:23.659738064  9864.3   88.39  295.80  -54.990    0.151 -176.134  -49.064    0.151 -176.134  -54.990  -49.064  -68.169  -69.574     23.5106     21.9398
2020/11/19_21:15:24.673497915  9864.3   88.39  295.81  -54.994    0.150 -176.008  -49.062    0.150 -176.008  -54.994  -49.062  -68.197  -69.583     23.5732     21.9223
2020/11/19_21:15:25.687258005  9864.3   88.39  295.80  -54.994    0.150 -176.445  -49.064    0.150 -176.445  -54.994  -49.064  -68.267  -69.186     24.0722     22.1742
2020/11/19_21:15:26.701018095  9864.3   88.39  295.79  -54.995    0.150 -176.391  -49.058    0.150 -176.391  -54.995  -49.058  -68.168  -69.662     24.1655     22.1234
2020/11/19_21:15:27.714777946  9864.3   88.39  295.79  -54.996    0.151 -176.042  -49.062    0.151 -176.042  -54.996  -49.062  -68.265  -69.599     24.0252     21.9128
2020/11/19_21:15:28.728538036  9864.3   88.39  295.79  -54.993    0.151 -176.269  -49.053    0.151 -176.269  -54.993  -49.053  -68.191  -69.361     23.5879     22.0865
2020/11/19_21:15:29.742297888  9864.3   88.39  295.79  -54.999    0.150 -176.108  -49.060    0.150 -176.108  -54.999  -49.060  -68.231  -69.555     23.3752     22.2204
2020/11/19_21:15:30.756057978  9864.3   88.39  295.80  -55.004    0.150 -176.608  -49.059    0.150 -176.608  -55.004  -49.059  -68.236  -69.265     23.4681     22.4398
# end of file
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:15:31.769818068  9864.3   88.39  295.80  -55.006    0.152 -176.562  -49.054    0.152 -176.562  -55.006  -49.054  -68.359  -69.320     23.6963     22.4064
2020/11/19_21:15:32.783577919  9864.3   88.39  295.80  -55.002    0.151 -176.483  -49.063    0.151 -176.483  -55.002  -49.063  -68.285  -69.659     23.5047     22.1217
2020/11/19_21:15:33.797338009  9864.3   88.39  295.80  -54.999    0.151 -176.262  -49.059    0.151 -176.262  -54.999  -49.059  -68.240  -69.330     23.3058     21.8145
2020/11/19_21:15:34.811098099  9864.3   88.39  295.79  -55.006    0.151 -176.108  -49.062    0.151 -176.108  -55.006  -49.062  -68.339  -69.591     23.2856     21.6512
2020/11/19_21:15:35.824857950  9864.3   88.39  295.77  -55.009    0.151 -176.484  -49.057    0.151 -176.484  -55.009  -49.057  -68.276  -69.856     23.3563     21.6354
2020/11/19_21:15:36.838618040  9864.3   88.39  295.87  -55.004    0.151 -176.425  -49.062    0.151 -176.425  -55.004  -49.062  -68.286  -69.603     23.6304     21.8432
2020/11/19_21:15:37.852377892  9864.3   88.39  295.77  -55.012    0.151 -175.846  -49.064    0.151 -175.846  -55.012  -49.064  -68.242  -69.547     23.7074     21.8683
2020/11/19_21:15:38.866137981  9864.3   88.39  295.76  -55.003    0.150 -176.326  -49.060    0.150 -176.326  -55.003  -49.060  -68.333  -69.432     23.5344     21.8432
2020/11/19_21:15:39.879898071  9864.3   88.39  295.75  -55.014    0.151 -176.379  -49.059    0.151 -176.379  -55.014  -49.059  -68.282  -69.451     23.3105     21.6294
2020/11/19_21:15:40.893657923  9864.3   88.39  295.74  -55.011    0.150 -176.493  -49.062    0.150 -176.493  -55.011  -49.062  -68.242  -69.416     23.3203     21.7297
2020/11/19_21:15:41.907418013  9864.3   88.39  295.73  -55.025    0.151 -176.195  -49.057    0.151 -176.195  -55.025  -49.057  -68.215  -69.612     23.5123     21.7031
2020/11/19_21:15:42.921178102  9864.3   88.39  295.70  -55.029    0.151 -176.079  -49.066    0.151 -176.079  -55.029  -49.066  -68.285  -69.857     23.6793     21.8695
2020/11/19_21:15:43.934937954  9864.3   88.38  295.80  -55.025    0.150 -176.419  -49.068    0.150 -176.419  -55.025  -49.068  -68.223  -69.482     23.8526     21.8842
2020/11/19_21:15:44.948698044  9864.3   88.39  295.75  -55.027    0.150 -176.286  -49.065    0.150 -176.286  -55.027  -49.065  -68.347  -69.639     23.7913     21.9827
2020/11/19_21:15:45.962457895  9864.3   88.39  295.84  -55.021    0.151 -176.535  -49.066    0.151 -176.535  -55.021  -49.066  -68.295  -69.686     23.8788     22.1609
2020/11/19_21:15:46.976217985  9864.3   88.39  295.80  -55.026    0.151 -176.626  -49.062    0.151 -176.626  -55.026  -49.062  -68.255  -69.329     23.5497     22.0788
2020/11/19_21:15:47.989978075  9864.3   88.39  295.82  -55.030    0.151 -176.407  -49.056    0.151 -176.407  -55.030  -49.056  -68.246  -69.496     23.6135     22.1031
2020/11/19_21:15:49.003737926  9864.3   88.39  295.78  -55.032    0.152 -176.072  -49.063    0.152 -176.072  -55.032  -49.063  -68.367  -69.504     23.4131     21.9117
2020/11/19_21:15:50.017498016  9864.3   88.39  295.86  -55.027    0.150 -176.464  -49.066    0.150 -176.464  -55.027  -49.066  -68.222  -69.765     23.3449     21.7049
2020/11/19_21:15:51.031258106  9864.3   88.39  295.81  -55.032    0.150 -176.518  -49.065    0.150 -176.518  -55.032  -49.065  -68.277  -70.058     23.4818       21.59
2020/11/19_21:15:52.045017958  9864.3   88.39  295.82  -55.032    0.151 -176.458  -49.056    0.151 -176.458  -55.032  -49.056  -68.312  -69.865     23.5689     21.6528
2020/11/19_21:15:53.058778048  9864.3   88.39  295.82  -55.029    0.151 -176.170  -49.065    0.151 -176.170  -55.029  -49.065  -68.293  -69.447     23.5776     21.6617
2020/11/19_21:15:54.072537899  9864.3   88.39  295.82  -55.036    0.150 -176.464  -49.069    0.150 -176.464  -55.036  -49.069  -68.334  -69.797     23.4244     21.5687
2020/11/19_21:15:55.086297989  9864.3   88.39  295.82  -55.034    0.150 -176.416  -49.064    0.150 -176.416  -55.034  -49.064  -68.246  -69.747     23.3497     21.6667
2020/11/19_21:15:56.100058079  9864.3   88.39  295.85  -55.038    0.151 -176.857  -49.058    0.151 -176.857  -55.038  -49.058  -68.293  -69.514     23.3761     21.6975
2020/11/19_21:15:57.113817930  9864.3   88.39  295.85  -55.040    0.150 -176.806  -49.064    0.150 -176.806  -55.040  -49.064  -68.238  -69.613     23.3513     21.7226
2020/11/19_21:15:58.127578020  9864.3   88.39  295.82  -55.042    0.151 -176.510  -49.067    0.151 -176.510  -55.042  -49.067  -68.345  -69.821     23.2229     21.7314
2020/11/19_21:15:59.141338110  9864.3   88.40  295.81  -55.039    0.151 -176.296  -49.069    0.151 -176.296  -55.039  -49.069  -68.345  -69.401     23.2187     21.6616
2020/11/19_21:16:00.155097961  9864.3   88.40  295.82  -55.040    0.151 -176.372  -49.070    0.151 -176.372  -55.040  -49.070  -68.279  -69.399      23.236     21.7352
2020/11/19_21:16:01.168858051  9864.3   88.40  295.84  -55.048    0.150 -177.069  -49.060    0.150 -177.069  -55.048  -49.060  -68.308  -69.675     23.4509     21.9197
# end of file
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:16:02.182617903  9864.3   88.40  295.86  -55.044    0.151 -176.376  -49.069    0.151 -176.376  -55.044  -49.069  -68.299  -69.532     23.4737     21.7447
2020/11/19_21:16:03.196377993  9864.3   88.40  295.85  -55.050    0.150 -176.821  -49.062    0.150 -176.821  -55.050  -49.062  -68.264  -69.522     23.2823     21.5074
2020/11/19_21:16:04.210138083  9864.3   88.40  295.84  -55.042    0.150 -176.594  -49.067    0.150 -176.594  -55.042  -49.067  -68.316  -69.484     23.1402      21.299
2020/11/19_21:16:05.223897934  9864.3   88.40  295.83  -55.053    0.151 -176.191  -49.070    0.151 -176.191  -55.053  -49.070  -68.305  -69.641     23.2805     21.3705
2020/11/19_21:16:06.237658024  9864.3   88.40  295.84  -55.051    0.151 -176.916  -49.063    0.151 -176.916  -55.051  -49.063  -68.334  -69.686     23.4838     21.5407
2020/11/19_21:16:07.251418114  9864.3   88.40  295.84  -55.053    0.150 -176.563  -49.069    0.150 -176.563  -55.053  -49.069  -68.215  -69.537     23.3854     21.8926
2020/11/19_21:16:08.265177965  9864.3   88.39  295.81  -55.056    0.151 -176.393  -49.067    0.151 -176.393  -55.056  -49.067  -68.281  -69.817       23.28      22.155
2020/11/19_21:16:09.278938055  9864.3   88.39  295.80  -55.047    0.149 -176.740  -49.076    0.149 -176.740  -55.047  -49.076  -68.335  -69.696     23.2645     22.1107
2020/11/19_21:16:10.292697906  9864.3   88.39  295.75  -55.057    0.150 -176.729  -49.064    0.150 -176.729  -55.057  -49.064  -68.255  -69.934     23.3886     22.0267
2020/11/19_21:16:11.306457996  9864.3   88.42  293.70  -55.059    0.149 -176.824  -49.063    0.149 -176.824  -55.059  -49.063  -68.219  -69.538     23.5522     21.9089
2020/11/19_21:16:12.320218086  9864.3   88.39  295.79  -55.056    0.150 -177.129  -49.070    0.150 -177.129  -55.056  -49.070  -68.323  -69.381     23.4041     21.9542
2020/11/19_21:16:13.333977938  9864.3   88.39  295.78  -55.065    0.149 -176.550  -49.070    0.149 -176.550  -55.065  -49.070  -68.354  -69.654     23.4451     22.0486
2020/11/19_21:16:14.347738028  9864.3   88.39  295.75  -55.056    0.150 -176.989  -49.067    0.150 -176.989  -55.056  -49.067  -68.252  -69.362     23.6771      22.065
2020/11/19_21:16:15.361498117  9864.3   88.39  295.75  -55.061    0.150 -177.051  -49.073    0.150 -177.051  -55.061  -49.073  -68.304  -69.712     23.6411      22.143
2020/11/19_21:16:16.375257969  9864.3   88.39  295.76  -55.066    0.150 -176.395  -49.064    0.150 -176.395  -55.066  -49.064  -68.336  -69.626     23.3039     22.0554
2020/11/19_21:16:17.389018059  9864.3   88.39  295.75  -55.066    0.151 -176.837  -49.070    0.151 -176.837  -55.066  -49.070  -68.371  -69.538      22.976     21.8908
2020/11/19_21:16:18.402777910  9864.3   88.39  295.78  -55.073    0.151 -176.438  -49.071    0.151 -176.438  -55.073  -49.071  -68.322  -69.598     22.9521     21.7786
2020/11/19_21:16:19.416538000  9864.3   88.39  295.84  -55.075    0.149 -176.809  -49.065    0.149 -176.809  -55.075  -49.065  -68.292  -69.521     23.1736      21.634
2020/11/19_21:16:20.430298090  9864.3   88.39  295.85  -55.079    0.149 -176.211  -49.069    0.149 -176.211  -55.079  -49.069  -68.345  -69.450      23.237     21.2728
2020/11/19_21:16:21.444057941  9864.3   88.39  295.81  -55.074    0.149 -177.004  -49.069    0.149 -177.004  -55.074  -49.069  -68.409  -69.587     23.3043     21.0627
2020/11/19_21:16:22.457818031  9864.3   88.39  295.82  -55.068    0.151 -176.789  -49.063    0.151 -176.789  -55.068  -49.063  -68.311  -69.693      23.218     21.0247
2020/11/19_21:16:23.471679926  9864.3   88.39  295.89  -55.071    0.150 -177.149  -49.067    0.150 -177.149  -55.071  -49.067  -68.347  -69.480     23.2352     21.2008
2020/11/19_21:16:24.485440016  9864.3   88.39  295.87  -55.067    0.150 -176.928  -49.061    0.150 -176.928  -55.067  -49.061  -68.342  -69.509     23.1977     21.2531
2020/11/19_21:16:25.499200106  9864.3   88.39  295.88  -55.065    0.151 -176.742  -49.063    0.151 -176.742  -55.065  -49.063  -68.332  -69.583     23.3897     21.3653
2020/11/19_21:16:26.512959957  9864.3   88.39  295.87  -55.066    0.150 -176.556  -49.075    0.150 -176.556  -55.066  -49.075  -68.324  -69.830     23.4934     21.5846
2020/11/19_21:16:27.526719093  9864.3   88.39  295.84  -55.075    0.150 -177.280  -49.071    0.150 -177.280  -55.075  -49.071  -68.353  -69.775     23.4115     21.6394
2020/11/19_21:16:28.540478945  9864.3   88.39  295.81  -55.078    0.149 -176.687  -49.064    0.149 -176.687  -55.078  -49.064  -68.330  -69.649     23.3143     21.6342
2020/11/19_21:16:29.554239035  9864.3   88.39  295.80  -55.075    0.149 -176.892  -49.062    0.149 -176.892  -55.075  -49.062  -68.428  -69.405     23.1825     21.5953
2020/11/19_21:16:30.567998886  9864.3   88.39  295.79  -55.077    0.151 -176.817  -49.063    0.151 -176.817  -55.077  -49.063  -68.350  -69.569     23.2546     21.6031
2020/11/19_21:16:31.581758976  9864.3   88.39  295.78  -55.085    0.149 -176.940  -49.073    0.149 -176.940  -55.085  -49.073  -68.318  -69.431      23.422     21.7188
# end of file
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:16:32.595520020  9864.3   88.39  295.77  -55.087    0.150 -176.754  -49.062    0.150 -176.754  -55.087  -49.062  -68.329  -69.431     23.4821     21.8017
2020/11/19_21:16:33.609280109  9864.3   88.39  295.85  -55.088    0.149 -176.739  -49.065    0.149 -176.739  -55.088  -49.065  -68.431  -69.715     23.4548     21.6821
2020/11/19_21:16:34.623039961  9864.3   88.39  295.79  -55.080    0.149 -177.137  -49.068    0.149 -177.137  -55.080  -49.068  -68.409  -69.321     23.5624     21.6731
2020/11/19_21:16:35.636800051  9864.3   88.39  295.80  -55.083    0.149 -177.366  -49.068    0.149 -177.366  -55.083  -49.068  -68.399  -69.230     23.8306     22.0427
2020/11/19_21:16:36.650559902  9864.3   88.39  295.81  -55.087    0.150 -177.045  -49.063    0.150 -177.045  -55.087  -49.063  -68.324  -69.252     23.9016     22.3216
