# RUN INFO: year,month,day,hour,min,sec,nSamples,startGate,nGates
# 2020,12,30,06,39,04,10000,100,300
# OPS INFO: siteName,radarName,alt,lat,lon,startRange,gateSpacing,scanMode,xmitRcvMode,prfMode,xmitPhaseMode,wavelenCm,beamWidthH,beamWidthV
# ,HCR,1602.23,40.038,-105.241,-198,19.1867,12,8,1,1,0.317556,0.75,0.72
# DUAL CHANNEL MODE:
#   Start gate: 100
#   N gates: 300
#   N samples: 10000
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:21:07.324479103  9864.3   88.40  295.55  -55.305    0.149 -178.784  -49.088    0.149 -178.784  -55.305  -49.088  -68.577  -69.378     23.2598     20.8042
2020/11/19_21:21:08.338238955  9864.3   88.40  295.54  -55.307    0.147 -178.513  -49.091    0.147 -178.513  -55.307  -49.091  -68.527  -69.433     23.3914     21.0643
2020/11/19_21:21:09.351999998  9864.3   88.40  295.53  -55.307    0.147 -178.347  -49.084    0.147 -178.347  -55.307  -49.084  -68.641  -69.513     23.2446     21.2939
2020/11/19_21:21:10.365760088  9864.3   88.40  295.56  -55.310    0.147 -178.198  -49.089    0.147 -178.198  -55.310  -49.089  -68.486  -69.522     23.0159     21.2726
2020/11/19_21:21:11.379519939  9864.3   88.40  295.53  -55.306    0.146 -178.556  -49.088    0.146 -178.556  -55.306  -49.088  -68.574  -69.482     22.9102     21.1639
2020/11/19_21:21:12.393280029  9864.3   88.40  295.56  -55.308    0.147 -178.644  -49.087    0.147 -178.644  -55.308  -49.087  -68.441  -69.569     22.8733     21.2604
2020/11/19_21:21:13.407040119  9864.3   88.40  295.58  -55.303    0.148 -178.050  -49.082    0.148 -178.050  -55.303  -49.082  -68.566  -69.796     22.8138     21.3485
2020/11/19_21:21:14.420799017  9864.3   88.40  295.57  -55.310    0.148 -178.243  -49.080    0.148 -178.243  -55.310  -49.080  -68.529  -69.687      22.852     21.1797
2020/11/19_21:21:15.434559107  9864.3   88.40  295.61  -55.309    0.147 -178.556  -49.088    0.147 -178.556  -55.309  -49.088  -68.570  -69.456       23.01     21.0613
2020/11/19_21:21:16.448318958  9864.3   88.40  295.58  -55.307    0.148 -178.608  -49.078    0.148 -178.608  -55.307  -49.078  -68.486  -69.484      23.214     21.1821
2020/11/19_21:21:17.462079048  9864.3   88.40  295.61  -55.312    0.148 -178.092  -49.083    0.148 -178.092  -55.312  -49.083  -68.557  -69.750     23.3119      21.184
2020/11/19_21:21:18.475838900  9864.3   88.40  295.63  -55.311    0.147 -178.497  -49.086    0.147 -178.497  -55.311  -49.086  -68.492  -69.460     23.3071     21.1482
2020/11/19_21:21:19.489599943  9864.3   88.40  295.64  -55.312    0.147 -178.617  -49.088    0.147 -178.617  -55.312  -49.088  -68.560  -69.663     23.4693     21.2077
2020/11/19_21:21:20.503360033  9864.3   88.40  295.57  -55.311    0.147 -178.478  -49.082    0.147 -178.478  -55.311  -49.082  -68.607  -69.622     23.6423        21.2
2020/11/19_21:21:21.517119884  9864.3   88.40  295.53  -55.315    0.147 -178.352  -49.092    0.147 -178.352  -55.315  -49.092  -68.552  -69.500     23.7125     21.2291
2020/11/19_21:21:22.530879974  9864.3   88.40  295.61  -55.313    0.147 -178.511  -49.085    0.147 -178.511  -55.313  -49.085  -68.614  -69.429     23.4852     21.1694
2020/11/19_21:21:23.544640064  9864.3   88.40  295.55  -55.311    0.147 -178.550  -49.087    0.147 -178.550  -55.311  -49.087  -68.515  -69.855     23.0307     21.0642
2020/11/19_21:21:24.558398962  9864.3   88.40  295.52  -55.316    0.147 -178.148  -49.086    0.147 -178.148  -55.316  -49.086  -68.543  -69.784     22.6264     20.8627
2020/11/19_21:21:25.572159052  9864.3   88.40  295.48  -55.314    0.148 -178.639  -49.080    0.148 -178.639  -55.314  -49.080  -68.591  -69.651     22.4868        20.7
2020/11/19_21:21:26.585918903  9864.3   88.40  295.55  -55.322    0.149 -178.371  -49.078    0.149 -178.371  -55.322  -49.078  -68.587  -69.657     22.4955     20.7865
2020/11/19_21:21:27.599678993  9864.3   88.40  295.48  -55.323    0.146 -178.218  -49.081    0.146 -178.218  -55.323  -49.081  -68.630  -69.895     22.5468     21.0476
2020/11/19_21:21:28.613439083  9864.3   88.40  295.44  -55.322    0.147 -178.198  -49.078    0.147 -178.198  -55.322  -49.078  -68.518  -69.351     22.7721     21.4485
2020/11/19_21:21:29.627199888  9864.3   88.40  295.42  -55.319    0.147 -178.066  -49.084    0.147 -178.066  -55.319  -49.084  -68.583  -69.470     22.9706     21.7861
2020/11/19_21:21:30.640959978  9864.3   88.39  295.51  -55.325    0.147 -178.331  -49.082    0.147 -178.331  -55.325  -49.082  -68.607  -69.661     23.0813     21.9341
2020/11/19_21:21:31.654720068  9864.3   88.40  295.46  -55.320    0.147 -178.242  -49.083    0.147 -178.242  -55.320  -49.083  -68.546  -69.762     23.0063     21.9714
2020/11/19_21:21:32.668479919  9864.3   88.40  295.45  -55.317    0.148 -178.619  -49.077    0.148 -178.619  -55.317  -49.077  -68.562  -69.409     22.7572     21.7605
2020/11/19_21:21:33.682240009  9864.3   88.40  295.45  -55.316    0.147 -178.024  -49.085    0.147 -178.024  -55.316  -49.085  -68.560  -69.499     22.3739     21.3412
2020/11/19_21:21:34.695998907  9864.3   88.40  295.45  -55.319    0.147 -178.521  -49.078    0.147 -178.521  -55.319  -49.078  -68.595  -69.734     22.5637      21.429
2020/11/19_21:21:35.709758997  9864.3   88.39  295.44  -55.315    0.148 -178.606  -49.082    0.148 -178.606  -55.315  -49.082  -68.594  -69.487     22.8954     21.4812
# end of file
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:21:36.723519087  9864.3   88.39  295.44  -55.321    0.148 -178.200  -49.074    0.148 -178.200  -55.321  -49.074  -68.550  -69.759     22.9206     21.2284
2020/11/19_21:21:37.737278938  9864.3   88.39  295.45  -55.317    0.148 -178.180  -49.081    0.148 -178.180  -55.317  -49.081  -68.489  -69.691     23.0121     21.0954
2020/11/19_21:21:38.751039028  9864.3   88.39  295.44  -55.318    0.148 -178.193  -49.081    0.148 -178.193  -55.318  -49.081  -68.605  -69.278     23.0352     21.0839
2020/11/19_21:21:39.764800072  9864.3   88.39  295.43  -55.321    0.147 -178.355  -49.084    0.147 -178.355  -55.321  -49.084  -68.646  -69.596     22.8714     20.6762
2020/11/19_21:21:40.778559923  9864.3   88.39  295.43  -55.321    0.147 -178.338  -49.084    0.147 -178.338  -55.321  -49.084  -68.580  -69.593     22.7973      20.657
2020/11/19_21:21:41.792320013  9864.3   88.39  295.42  -55.322    0.147 -178.469  -49.084    0.147 -178.469  -55.322  -49.084  -68.642  -69.438     22.7607     20.6331
2020/11/19_21:21:42.806080103  9864.3   88.39  295.40  -55.317    0.147 -178.628  -49.079    0.147 -178.628  -55.317  -49.079  -68.592  -69.599     22.3356     20.8207
2020/11/19_21:21:43.819839954  9864.3   88.39  295.38  -55.323    0.146 -178.644  -49.082    0.146 -178.644  -55.323  -49.082  -68.645  -69.613     22.5454     21.0904
2020/11/19_21:21:44.833599091  9864.3   88.39  295.47  -55.318    0.148 -178.392  -49.089    0.148 -178.392  -55.318  -49.089  -68.611  -69.805     22.3572     21.2703
2020/11/19_21:21:45.847358942  9864.3   88.40  295.46  -55.317    0.146 -178.472  -49.088    0.146 -178.472  -55.317  -49.088  -68.609  -69.505     22.5202     21.0727
2020/11/19_21:21:46.861119032  9864.3   88.39  295.47  -55.318    0.147 -178.655  -49.084    0.147 -178.655  -55.318  -49.084  -68.601  -69.541     22.7557     21.2052
2020/11/19_21:21:47.874878883  9864.3   88.39  295.47  -55.317    0.147 -178.484  -49.087    0.147 -178.484  -55.317  -49.087  -68.614  -69.618      23.057     21.2809
2020/11/19_21:21:48.888638973  9864.3   88.39  295.49  -55.323    0.147 -178.737  -49.081    0.147 -178.737  -55.323  -49.081  -68.555  -69.810     23.3127      21.078
2020/11/19_21:21:49.902400017  9864.3   88.39  295.50  -55.322    0.147 -178.339  -49.088    0.147 -178.339  -55.322  -49.088  -68.547  -69.515     23.6212     21.3915
2020/11/19_21:21:50.916160107  9864.3   88.39  295.51  -55.326    0.148 -178.520  -49.089    0.148 -178.520  -55.326  -49.089  -68.605  -69.485     23.5191     21.5678
2020/11/19_21:21:51.929919958  9864.3   88.39  295.48  -55.327    0.147 -178.781  -49.084    0.147 -178.781  -55.327  -49.084  -68.624  -69.609     23.1669     21.7081
2020/11/19_21:21:52.943680048  9864.3   88.39  295.48  -55.325    0.148 -178.342  -49.083    0.148 -178.342  -55.325  -49.083  -68.544  -69.396     23.1649     21.4691
2020/11/19_21:21:53.957439899  9864.3   88.39  295.51  -55.327    0.147 -178.127  -49.085    0.147 -178.127  -55.327  -49.085  -68.574  -69.470     22.5391     21.0925
2020/11/19_21:21:54.971199036  9864.3   88.39  295.50  -55.321    0.147 -178.776  -49.091    0.147 -178.776  -55.321  -49.091  -68.613  -69.592     22.6386     20.6488
2020/11/19_21:21:55.984958887  9864.3   88.39  295.49  -55.328    0.147 -178.662  -49.092    0.147 -178.662  -55.328  -49.092  -68.619  -69.657     23.5021     20.6678
2020/11/19_21:21:56.998718977  9864.3   88.39  295.48  -55.326    0.147 -178.741  -49.083    0.147 -178.741  -55.326  -49.083  -68.659  -69.708     23.9075      20.968
2020/11/19_21:21:58.012479067  9864.3   88.39  295.50  -55.324    0.147 -178.401  -49.082    0.147 -178.401  -55.324  -49.082  -68.581  -69.702     23.4853     20.7913
2020/11/19_21:21:59.026238918  9864.3   88.39  295.50  -55.336    0.147 -178.968  -49.077    0.147 -178.968  -55.336  -49.077  -68.536  -69.476     23.2055     21.0397
2020/11/19_21:22:00.039999962  9864.3   88.39  295.51  -55.330    0.147 -178.564  -49.085    0.147 -178.564  -55.330  -49.085  -68.520  -69.346       22.69     21.0305
2020/11/19_21:22:01.053760052  9864.3   88.39  295.53  -55.330    0.148 -178.939  -49.081    0.148 -178.939  -55.330  -49.081  -68.571  -69.524     22.9445     21.2168
2020/11/19_21:22:02.067519903  9864.3   88.39  295.55  -55.334    0.148 -178.396  -49.082    0.148 -178.396  -55.334  -49.082  -68.510  -69.770     23.0684     21.3467
2020/11/19_21:22:03.081279993  9864.3   88.39  295.56  -55.328    0.147 -178.725  -49.083    0.147 -178.725  -55.328  -49.083  -68.534  -69.548     23.0814     21.0852
2020/11/19_21:22:04.095040083  9864.3   88.39  295.53  -55.332    0.148 -178.293  -49.086    0.148 -178.293  -55.332  -49.086  -68.577  -69.683     22.7783     20.8976
2020/11/19_21:22:05.108798981  9864.3   88.39  295.54  -55.335    0.147 -178.132  -49.090    0.147 -178.132  -55.335  -49.090  -68.561  -69.785     22.8708     20.8251
2020/11/19_21:22:06.122559071  9864.3   88.39  295.57  -55.333    0.147 -178.755  -49.088    0.147 -178.755  -55.333  -49.088  -68.527  -69.642     22.6816     20.6169
# end of file
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:22:07.136318922  9864.3   88.39  295.56  -55.332    0.147 -178.839  -49.085    0.147 -178.839  -55.332  -49.085  -68.534  -69.313     22.7609     20.6642
2020/11/19_21:22:08.150079012  9864.3   88.39  295.56  -55.336    0.146 -178.747  -49.093    0.146 -178.747  -55.336  -49.093  -68.565  -69.677      23.096     20.9923
2020/11/19_21:22:09.163839102  9864.3   88.39  295.56  -55.333    0.147 -179.007  -49.088    0.147 -179.007  -55.333  -49.088  -68.591  -69.464     22.7119     21.0457
2020/11/19_21:22:10.177598953  9864.3   88.39  295.56  -55.340    0.147 -178.568  -49.084    0.147 -178.568  -55.340  -49.084  -68.560  -69.356     22.2848     20.7158
2020/11/19_21:22:11.191359997  9864.3   88.39  295.57  -55.342    0.147 -178.789  -49.077    0.147 -178.789  -55.342  -49.077  -68.565  -69.671     22.1936     20.5816
2020/11/19_21:22:12.205120087  9864.3   88.39  295.58  -55.340    0.148 -178.783  -49.089    0.148 -178.783  -55.340  -49.089  -68.562  -69.556     22.3116     20.5572
2020/11/19_21:22:13.218879938  9864.3   88.39  295.57  -55.335    0.147 -179.134  -49.083    0.147 -179.134  -55.335  -49.083  -68.617  -69.901     22.4821     20.6013
2020/11/19_21:22:14.232640028  9864.3   88.39  295.57  -55.337    0.147 -178.493  -49.075    0.147 -178.493  -55.337  -49.075  -68.527  -69.423     22.7648     20.7152
2020/11/19_21:22:15.246398926  9864.3   88.39  295.58  -55.334    0.146 -178.800  -49.086    0.146 -178.800  -55.334  -49.086  -68.586  -69.624      22.993     20.8456
2020/11/19_21:22:16.260159016  9864.3   88.39  295.60  -55.331    0.148 -178.638  -49.082    0.148 -178.638  -55.331  -49.082  -68.517  -69.833     23.0562     20.8801
2020/11/19_21:22:17.273919106  9864.3   88.39  295.61  -55.334    0.147 -179.033  -49.079    0.147 -179.033  -55.334  -49.079  -68.628  -69.636     23.1077     20.8536
2020/11/19_21:22:18.287678957  9864.3   88.39  295.61  -55.332    0.147 -178.502  -49.081    0.147 -178.502  -55.332  -49.081  -68.602  -69.687     23.0634     20.8111
2020/11/19_21:22:19.301439047  9864.3   88.39  295.60  -55.334    0.147 -178.973  -49.085    0.147 -178.973  -55.334  -49.085  -68.540  -69.610     23.0751     20.8341
2020/11/19_21:22:20.315198898  9864.3   88.39  295.58  -55.334    0.147 -178.380  -49.089    0.147 -178.380  -55.334  -49.089  -68.704  -69.508     23.0655     20.8288
2020/11/19_21:22:21.328959942  9864.3   88.39  295.59  -55.334    0.147 -178.550  -49.086    0.147 -178.550  -55.334  -49.086  -68.623  -69.685     22.9622     20.8276
2020/11/19_21:22:22.342720032  9864.3   88.39  295.59  -55.338    0.147 -178.980  -49.086    0.147 -178.980  -55.338  -49.086  -68.531  -69.602     22.7929     20.8143
2020/11/19_21:22:23.356479883  9864.3   88.39  295.60  -55.337    0.148 -178.801  -49.082    0.148 -178.801  -55.337  -49.082  -68.616  -69.982     22.5913     20.8849
2020/11/19_21:22:24.370239973  9864.3   88.39  295.59  -55.336    0.147 -178.923  -49.088    0.147 -178.923  -55.336  -49.088  -68.479  -69.544     22.6399     21.0238
2020/11/19_21:22:25.384000063  9864.3   88.39  295.60  -55.336    0.147 -178.560  -49.085    0.147 -178.560  -55.336  -49.085  -68.570  -69.787     22.8921     21.3015
2020/11/19_21:22:26.397758961  9864.3   88.39  295.59  -55.333    0.148 -178.535  -49.081    0.148 -178.535  -55.333  -49.081  -68.559  -69.531     22.9205     21.3811
2020/11/19_21:22:27.411519051  9864.3   88.39  295.58  -55.332    0.147 -178.510  -49.090    0.147 -178.510  -55.332  -49.090  -68.557  -69.528     23.0035     21.3211
2020/11/19_21:22:28.425278902  9864.3   88.39  295.57  -55.342    0.145 -178.877  -49.087    0.145 -178.877  -55.342  -49.087  -68.608  -69.606     23.1219     21.2965
2020/11/19_21:22:29.439038992  9864.3   88.39  295.57  -55.336    0.148 -178.876  -49.081    0.148 -178.876  -55.336  -49.081  -68.522  -69.758     23.0219      21.241
2020/11/19_21:22:30.452799082  9864.3   88.39  295.57  -55.339    0.147 -179.342  -49.076    0.147 -179.342  -55.339  -49.076  -68.563  -69.325     22.8017     21.2902
2020/11/19_21:22:31.466559887  9864.3   88.39  295.57  -55.332    0.147 -178.763  -49.088    0.147 -178.763  -55.332  -49.088  -68.578  -69.778     22.6932     21.4306
2020/11/19_21:22:32.480319977  9864.3   88.39  295.57  -55.340    0.147 -178.943  -49.090    0.147 -178.943  -55.340  -49.090  -68.530  -69.563     22.9213     21.6482
2020/11/19_21:22:33.494080067  9864.3   88.39  295.56  -55.335    0.147 -178.832  -49.084    0.147 -178.832  -55.335  -49.084  -68.668  -69.540     23.0579      21.581
2020/11/19_21:22:34.507839918  9864.3   88.39  295.56  -55.345    0.148 -178.341  -49.084    0.148 -178.341  -55.345  -49.084  -68.612  -69.604     23.0241     21.2555
2020/11/19_21:22:35.521600008  9864.3   88.39  295.56  -55.342    0.147 -178.968  -49.092    0.147 -178.968  -55.342  -49.092  -68.649  -69.288      22.983     20.9459
2020/11/19_21:22:36.535358906  9864.3   88.39  295.56  -55.346    0.147 -178.714  -49.079    0.147 -178.714  -55.346  -49.079  -68.574  -69.765     22.7793     20.7088
# end of file
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:22:37.549118996  9864.3   88.39  295.57  -55.349    0.147 -178.415  -49.087    0.147 -178.415  -55.349  -49.087  -68.588  -69.749     22.7038     20.8482
2020/11/19_21:22:38.562879086  9864.3   88.39  295.58  -55.347    0.145 -178.247  -49.081    0.145 -178.247  -55.347  -49.081  -68.638  -69.390     22.7473      21.262
2020/11/19_21:22:39.576638937  9864.3   88.39  295.59  -55.346    0.145 -178.741  -49.082    0.145 -178.741  -55.346  -49.082  -68.619  -69.695      22.852     21.5359
2020/11/19_21:22:40.590399027  9864.3   88.39  295.60  -55.346    0.148 -178.438  -49.083    0.148 -178.438  -55.346  -49.083  -68.564  -69.593      22.871     21.4259
2020/11/19_21:22:41.604160070  9864.3   88.39  295.56  -55.348    0.146 -178.922  -49.077    0.146 -178.922  -55.348  -49.077  -68.560  -69.558     22.8663     21.1223
2020/11/19_21:22:42.617919922  9864.3   88.39  295.53  -55.345    0.148 -178.946  -49.082    0.148 -178.946  -55.345  -49.082  -68.633  -69.396     23.0008      20.998
2020/11/19_21:22:43.631680012  9864.3   88.39  295.52  -55.340    0.147 -178.478  -49.083    0.147 -178.478  -55.340  -49.083  -68.576  -69.499      22.873     20.8747
2020/11/19_21:22:44.645440102  9864.3   88.39  295.54  -55.344    0.148 -178.607  -49.085    0.148 -178.607  -55.344  -49.085  -68.610  -69.492     22.7481     20.7712
2020/11/19_21:22:45.659199953  9864.3   88.39  295.55  -55.348    0.147 -178.329  -49.082    0.147 -178.329  -55.348  -49.082  -68.691  -69.953     22.7375     20.8523
2020/11/19_21:22:46.672959089  9864.3   88.39  295.57  -55.346    0.148 -178.515  -49.089    0.148 -178.515  -55.346  -49.089  -68.558  -69.469     22.8345      21.263
2020/11/19_21:22:47.686718941  9864.3   88.39  295.55  -55.346    0.147 -179.005  -49.085    0.147 -179.005  -55.346  -49.085  -68.521  -69.253     22.8243     21.2734
2020/11/19_21:22:48.700479031  9864.3   88.42  292.93  -55.340    0.147 -179.077  -49.082    0.147 -179.077  -55.340  -49.082  -68.575  -69.342     22.7747     20.9927
2020/11/19_21:22:49.714238882  9864.3   88.39  295.56  -55.342    0.146 -178.737  -49.085    0.146 -178.737  -55.342  -49.085  -68.628  -69.740     23.0359     20.9257
2020/11/19_21:22:50.727998972  9864.3   88.39  295.53  -55.345    0.147 -178.606  -49.087    0.147 -178.606  -55.345  -49.087  -68.611  -69.296     23.4571     21.1344
2020/11/19_21:22:51.741760015  9864.3   88.39  295.62  -55.350    0.146 -178.663  -49.086    0.146 -178.663  -55.350  -49.086  -68.659  -69.574     23.3978     21.1772
2020/11/19_21:22:52.755520105  9864.3   88.39  295.52  -55.350    0.147 -178.969  -49.089    0.147 -178.969  -55.350  -49.089  -68.474  -69.404     23.3918     21.3009
2020/11/19_21:22:53.769279957  9864.3   88.39  295.50  -55.347    0.147 -178.501  -49.084    0.147 -178.501  -55.347  -49.084  -68.584  -69.583      22.951     21.0198
2020/11/19_21:22:54.783040047  9864.3   88.39  295.60  -55.353    0.147 -178.697  -49.078    0.147 -178.697  -55.353  -49.078  -68.489  -69.196     22.7205     20.7158
2020/11/19_21:22:55.796799898  9864.3   88.39  295.54  -55.349    0.147 -178.595  -49.089    0.147 -178.595  -55.349  -49.089  -68.508  -69.763      23.055     21.0291
2020/11/19_21:22:56.810559034  9864.3   88.39  295.53  -55.344    0.147 -178.756  -49.089    0.147 -178.756  -55.344  -49.089  -68.559  -69.657     22.8199       20.87
2020/11/19_21:22:57.824318886  9864.3   88.39  295.53  -55.350    0.147 -178.579  -49.084    0.147 -178.579  -55.350  -49.084  -68.695  -69.617     22.5876     20.8962
2020/11/19_21:22:58.838078976  9864.3   88.39  295.53  -55.353    0.146 -178.835  -49.091    0.146 -178.835  -55.353  -49.091  -68.534  -69.625     23.0217     21.0949
2020/11/19_21:22:59.851839066  9864.3   88.39  295.53  -55.351    0.147 -178.747  -49.086    0.147 -178.747  -55.351  -49.086  -68.448  -69.655     22.7594     20.9493
2020/11/19_21:23:00.865598917  9864.3   88.39  295.53  -55.354    0.147 -178.644  -49.086    0.147 -178.644  -55.354  -49.086  -68.672  -69.610     22.9933     21.1199
2020/11/19_21:23:01.879359961  9864.3   88.39  295.58  -55.356    0.147 -178.867  -49.085    0.147 -178.867  -55.356  -49.085  -68.636  -69.494     22.7934     20.9712
2020/11/19_21:23:02.893120050  9864.3   88.39  295.57  -55.353    0.147 -178.762  -49.094    0.147 -178.762  -55.353  -49.094  -68.648  -69.570     22.7571     20.8672
2020/11/19_21:23:03.906879902  9864.3   88.39  295.66  -55.353    0.146 -178.779  -49.088    0.146 -178.779  -55.353  -49.088  -68.666  -69.177     22.6988     20.9038
2020/11/19_21:23:04.920639992  9864.3   88.39  295.62  -55.352    0.146 -179.026  -49.077    0.146 -179.026  -55.352  -49.077  -68.558  -69.462     22.5094     21.0818
2020/11/19_21:23:05.934400082  9864.3   88.39  295.64  -55.357    0.147 -178.902  -49.091    0.147 -178.902  -55.357  -49.091  -68.479  -69.635     22.6545     21.1518
2020/11/19_21:23:06.948158979  9864.3   88.39  295.59  -55.358    0.146 -178.374  -49.086    0.146 -178.374  -55.358  -49.086  -68.659  -69.578     22.8051      21.357
# end of file
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:23:07.961919069  9864.3   88.39  295.61  -55.357    0.148 -178.662  -49.089    0.148 -178.662  -55.357  -49.089  -68.593  -69.240     23.0062     21.4082
2020/11/19_21:23:08.975678921  9864.3   88.39  295.64  -55.352    0.146 -178.681  -49.089    0.146 -178.681  -55.352  -49.089  -68.554  -69.717     22.8436     21.3818
2020/11/19_21:23:09.989439011  9864.3   88.39  295.60  -55.355    0.147 -179.076  -49.087    0.147 -179.076  -55.355  -49.087  -68.596  -69.432     22.7743     21.1766
2020/11/19_21:23:11.003199100  9864.3   88.39  295.66  -55.359    0.147 -178.813  -49.083    0.147 -178.813  -55.359  -49.083  -68.694  -69.704     22.8475     20.8551
2020/11/19_21:23:12.016959906  9864.3   88.39  295.60  -55.357    0.147 -179.054  -49.086    0.147 -179.054  -55.357  -49.086  -68.607  -69.349     22.9684     20.6157
2020/11/19_21:23:13.030719995  9864.3   88.39  295.61  -55.358    0.149 -178.990  -49.088    0.149 -178.990  -55.358  -49.088  -68.587  -69.572     22.7564     20.4594
2020/11/19_21:23:14.044480085  9864.3   88.39  295.62  -55.362    0.147 -179.012  -49.086    0.147 -179.012  -55.362  -49.086  -68.445  -69.510     22.5947     20.4552
2020/11/19_21:23:15.058239937  9864.3   88.39  295.62  -55.353    0.147 -179.040  -49.085    0.147 -179.040  -55.353  -49.085  -68.752  -69.698     22.5683     20.5912
2020/11/19_21:23:16.072000027  9864.3   88.39  295.63  -55.361    0.147 -178.983  -49.088    0.147 -178.983  -55.361  -49.088  -68.567  -69.524     22.6175     20.7363
2020/11/19_21:23:17.085758924  9864.3   88.39  295.64  -55.359    0.147 -178.774  -49.083    0.147 -178.774  -55.359  -49.083  -68.593  -69.721     22.7595     20.6397
2020/11/19_21:23:18.099519014  9864.3   88.42  292.88  -55.360    0.147 -178.635  -49.077    0.147 -178.635  -55.360  -49.077  -68.540  -69.663     22.8487     20.8372
2020/11/19_21:23:19.113279104  9864.3   88.40  295.65  -55.360    0.146 -178.557  -49.086    0.146 -178.557  -55.360  -49.086  -68.547  -69.883     23.0605     21.0266
2020/11/19_21:23:20.127038956  9864.3   88.40  295.65  -55.363    0.147 -178.713  -49.081    0.147 -178.713  -55.363  -49.081  -68.614  -69.345     22.8584     20.7516
2020/11/19_21:23:21.140799046  9864.3   88.39  295.65  -55.356    0.147 -178.762  -49.082    0.147 -178.762  -55.356  -49.082  -68.585  -69.621     22.7651     20.8081
2020/11/19_21:23:22.154560089  9864.3   88.39  295.66  -55.364    0.147 -179.101  -49.084    0.147 -179.101  -55.364  -49.084  -68.524  -69.625     22.5028     20.8051
2020/11/19_21:23:23.168319941  9864.3   88.40  295.66  -55.361    0.147 -178.755  -49.085    0.147 -178.755  -55.361  -49.085  -68.615  -69.456     22.4601     20.8365
2020/11/19_21:23:24.182080030  9864.3   88.39  295.66  -55.362    0.147 -178.958  -49.091    0.147 -178.958  -55.362  -49.091  -68.598  -69.289     22.4168     20.8778
2020/11/19_21:23:25.195839882  9864.3   88.39  295.66  -55.368    0.147 -178.732  -49.085    0.147 -178.732  -55.368  -49.085  -68.680  -69.503     22.5037     20.9267
2020/11/19_21:23:26.209599972  9864.3   88.40  295.64  -55.360    0.148 -178.903  -49.084    0.148 -178.903  -55.360  -49.084  -68.651  -69.679     22.5933      20.925
2020/11/19_21:23:27.223359108  9864.3   88.40  295.68  -55.357    0.147 -179.208  -49.088    0.147 -179.208  -55.357  -49.088  -68.479  -69.818     23.0088     21.2536
2020/11/19_21:23:28.237118959  9864.3   88.40  295.67  -55.369    0.147 -178.611  -49.083    0.147 -178.611  -55.369  -49.083  -68.593  -69.799     23.4618     21.6472
2020/11/19_21:23:29.250879049  9864.3   88.39  295.62  -55.372    0.147 -178.514  -49.091    0.147 -178.514  -55.372  -49.091  -68.587  -69.505     23.6156     22.0109
2020/11/19_21:23:30.264638901  9864.3   88.39  295.61  -55.368    0.147 -178.735  -49.092    0.147 -178.735  -55.368  -49.092  -68.565  -69.534      23.298     22.0033
2020/11/19_21:23:31.278398991  9864.3   88.39  295.61  -55.367    0.148 -178.792  -49.086    0.148 -178.792  -55.367  -49.086  -68.634  -69.525     22.8447     21.5617
2020/11/19_21:23:32.292160034  9864.3   88.39  295.59  -55.366    0.147 -178.773  -49.084    0.147 -178.773  -55.366  -49.084  -68.566  -69.955     22.7889     21.2469
2020/11/19_21:23:33.305919886  9864.3   88.42  293.05  -55.368    0.146 -178.670  -49.088    0.146 -178.670  -55.368  -49.088  -68.559  -69.258     22.7519     20.8712
2020/11/19_21:23:34.319679976  9864.3   88.39  295.62  -55.368    0.148 -178.577  -49.087    0.148 -178.577  -55.368  -49.087  -68.656  -69.914     22.7512     20.6033
2020/11/19_21:23:35.333440065  9864.3   88.39  295.58  -55.366    0.147 -178.782  -49.082    0.147 -178.782  -55.366  -49.082  -68.594  -69.453     22.7861     20.3332
2020/11/19_21:23:36.347199917  9864.3   88.39  295.58  -55.357    0.146 -179.149  -49.088    0.146 -179.149  -55.357  -49.088  -68.567  -69.744     22.7994     20.3768
2020/11/19_21:23:37.360959053  9864.3   88.39  295.58  -55.369    0.147 -178.389  -49.081    0.147 -178.389  -55.369  -49.081  -68.547  -69.133     22.7261     20.6804
# end of file
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:23:38.374718904  9864.3   88.39  295.59  -55.363    0.148 -178.998  -49.083    0.148 -178.998  -55.363  -49.083  -68.648  -69.504     22.5305     20.8017
