# RUN INFO: year,month,day,hour,min,sec,nSamples,startGate,nGates
# 2020,12,19,00,51,50,10000,100,300
# OPS INFO: siteName,radarName,alt,lat,lon,startRange,gateSpacing,scanMode,xmitRcvMode,prfMode,xmitPhaseMode,wavelenCm,beamWidthH,beamWidthV
#,HCR,1609,40.0379,-105.241,-198,19.1867,12,8,1,1,0.317556,0.75,0.72
# DUAL CHANNEL MODE:
#   Start gate: 100
#   N gates: 300
#   N samples: 10000
# OPS INFO: siteName,radarName,alt,lat,lon,startRange,gateSpacing,scanMode,xmitRcvMode,prfMode,xmitPhaseMode,wavelenCm,beamWidthH,beamWidthV
#,HCR,1609,40.0379,-105.241,-198,19.1867,12,8,1,1,0.317556,0.75,0.72
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_21:13:19.186021090  9864.3   88.39  294.31  -61.010    0.016 -160.993  -61.828    0.016 -160.993  -61.010  -61.828     23.7736     21.7074
2020/11/05_21:13:20.199780941  9864.3   88.39  294.31  -61.009    0.014 -156.824  -61.838    0.014 -156.824  -61.009  -61.838     23.8057      21.816
2020/11/05_21:13:21.213541031  9864.3   88.39  294.29  -61.015    0.014 -163.366  -61.823    0.014 -163.366  -61.015  -61.823     23.6923     21.8477
2020/11/05_21:13:22.227300882  9864.3   88.39  294.45  -61.015    0.016 -157.175  -61.842    0.016 -157.175  -61.015  -61.842     23.4597     21.8179
2020/11/05_21:13:23.241060972  9864.3   88.39  294.44  -61.008    0.015 -156.400  -61.832    0.015 -156.400  -61.008  -61.832     23.3561     21.7921
2020/11/05_21:13:24.254821062  9864.3   88.39  294.44  -61.006    0.015 -159.692  -61.813    0.015 -159.692  -61.006  -61.813      23.356     21.7965
2020/11/05_21:13:25.268580914  9864.3   88.39  294.44  -61.011    0.015 -158.180  -61.836    0.015 -158.180  -61.011  -61.836     23.4128     21.8305
2020/11/05_21:13:26.282341003  9864.3   88.39  294.44  -61.007    0.016 -158.245  -61.834    0.016 -158.245  -61.007  -61.834     23.3707     21.7505
2020/11/05_21:13:27.296101093  9864.3   88.39  294.44  -61.012    0.016 -158.433  -61.821    0.016 -158.433  -61.012  -61.821     23.3928     21.6325
2020/11/05_21:13:28.309860945  9864.3   88.39  294.44  -61.004    0.015 -156.335  -61.811    0.015 -156.335  -61.004  -61.811     23.3755     21.4299
2020/11/05_21:13:29.323621035  9864.3   88.39  294.44  -61.017    0.015 -152.412  -61.812    0.015 -152.412  -61.017  -61.812     23.2977     21.2285
2020/11/05_21:13:30.337380886  9864.3   88.39  294.44  -61.016    0.015 -156.776  -61.825    0.015 -156.776  -61.016  -61.825     23.1056     20.9472
2020/11/05_21:13:31.351140976  9864.3   88.39  294.45  -61.020    0.015 -156.336  -61.825    0.015 -156.336  -61.020  -61.825      23.026     21.0863
2020/11/05_21:13:32.364901066  9864.3   88.39  294.45  -61.025    0.016 -156.887  -61.836    0.016 -156.887  -61.025  -61.836     23.0962     21.2953
2020/11/05_21:13:33.378660917  9864.3   88.39  294.45  -61.024    0.015 -155.941  -61.834    0.015 -155.941  -61.024  -61.834     23.3371     21.5975
2020/11/05_21:13:34.392421007  9864.3   88.39  294.45  -61.012    0.015 -156.411  -61.840    0.015 -156.411  -61.012  -61.840     23.5237     21.7266
2020/11/05_21:13:35.406181097  9864.3   88.39  294.45  -61.013    0.014 -159.324  -61.818    0.014 -159.324  -61.013  -61.818     23.6251     21.8035
2020/11/05_21:13:36.419940948  9864.3   88.39  294.46  -61.016    0.015 -154.384  -61.823    0.015 -154.384  -61.016  -61.823     23.7391     21.9493
2020/11/05_21:13:37.433701038  9864.3   88.39  294.47  -61.011    0.016 -154.731  -61.818    0.016 -154.731  -61.011  -61.818     23.5358     21.8907
2020/11/05_21:13:38.447460890  9864.3   88.39  294.46  -61.018    0.015 -160.062  -61.815    0.015 -160.062  -61.018  -61.815     23.1309     21.6187
2020/11/05_21:13:39.461220980  9864.3   88.39  294.47  -61.016    0.014 -154.718  -61.835    0.014 -154.718  -61.016  -61.835     22.8406     21.2552
2020/11/05_21:13:40.474981070  9864.3   88.39  294.47  -61.005    0.016 -151.736  -61.832    0.016 -151.736  -61.005  -61.832     22.6968     21.0128
2020/11/05_21:13:41.488740921  9864.3   88.39  294.48  -61.008    0.015 -152.995  -61.830    0.015 -152.995  -61.008  -61.830      22.867     21.1277
2020/11/05_21:13:42.502501011  9864.3   88.39  294.47  -61.009    0.015 -154.223  -61.844    0.015 -154.223  -61.009  -61.844     23.1784     21.3128
2020/11/05_21:13:43.516261101  9864.3   88.39  294.46  -61.002    0.016 -155.678  -61.843    0.016 -155.678  -61.002  -61.843      23.142     21.3393
2020/11/05_21:13:44.530020952  9864.3   88.39  294.41  -61.016    0.016 -159.315  -61.843    0.016 -159.315  -61.016  -61.843     23.2809     21.4341
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_21:13:45.543781042  9864.3   88.39  294.42  -61.011    0.016 -155.766  -61.840    0.016 -155.766  -61.011  -61.840     23.3344     21.4763
2020/11/05_21:13:46.557540894  9864.3   88.39  294.43  -61.013    0.016 -158.828  -61.828    0.016 -158.828  -61.013  -61.828     23.2171     21.4366
2020/11/05_21:13:47.571300983  9864.3   88.39  294.42  -61.012    0.015 -154.272  -61.843    0.015 -154.272  -61.012  -61.843     23.1055     21.3521
2020/11/05_21:13:48.585061073  9864.3   88.39  294.43  -61.011    0.016 -157.042  -61.854    0.016 -157.042  -61.011  -61.854     22.8542     20.9658
2020/11/05_21:13:49.598820925  9864.3   88.39  294.44  -61.010    0.016 -158.197  -61.837    0.016 -158.197  -61.010  -61.837     22.7175     20.7645
2020/11/05_21:13:50.612581015  9864.3   88.39  294.44  -61.011    0.015 -154.078  -61.841    0.015 -154.078  -61.011  -61.841     22.7557     20.8374
2020/11/05_21:13:51.626341105  9864.3   88.39  294.45  -61.005    0.016 -159.321  -61.845    0.016 -159.321  -61.005  -61.845     22.8712     21.0979
2020/11/05_21:13:52.640100956  9864.3   88.39  294.45  -61.013    0.016 -157.988  -61.830    0.016 -157.988  -61.013  -61.830     23.0144     21.6822
2020/11/05_21:13:53.653861046  9864.3   88.39  294.44  -61.007    0.015 -161.288  -61.813    0.015 -161.288  -61.007  -61.813      22.992     21.8176
2020/11/05_21:13:54.667620897  9864.3   88.39  294.44  -61.015    0.015 -159.237  -61.832    0.015 -159.237  -61.015  -61.832     23.1178     21.7924
2020/11/05_21:13:55.681380987  9864.3   88.39  294.44  -61.016    0.015 -158.024  -61.810    0.015 -158.024  -61.016  -61.810     23.2575     21.5749
2020/11/05_21:13:56.695141077  9864.3   88.39  294.44  -61.019    0.014 -161.540  -61.825    0.014 -161.540  -61.019  -61.825     23.5476     21.5254
2020/11/05_21:13:57.708900928  9864.3   88.39  294.44  -61.014    0.015 -155.453  -61.812    0.015 -155.453  -61.014  -61.812     23.6949     21.6759
2020/11/05_21:13:58.722661018  9864.3   88.39  294.44  -61.009    0.016 -159.069  -61.828    0.016 -159.069  -61.009  -61.828     23.6293     21.7507
2020/11/05_21:13:59.736421108  9864.3   88.39  294.42  -61.015    0.015 -158.485  -61.822    0.015 -158.485  -61.015  -61.822     23.5333     21.8022
2020/11/05_21:14:00.750180960  9864.3   88.39  294.42  -61.017    0.015 -157.290  -61.811    0.015 -157.290  -61.017  -61.811     23.4642     21.7203
2020/11/05_21:14:01.763941050  9864.3   88.39  294.42  -61.007    0.016 -158.628  -61.823    0.016 -158.628  -61.007  -61.823     23.4402     21.5659
2020/11/05_21:14:02.777700901  9864.3   88.39  294.40  -61.002    0.014 -158.127  -61.829    0.014 -158.127  -61.002  -61.829     23.4303      21.462
2020/11/05_21:14:03.791460991  9864.3   88.39  294.41  -61.015    0.015 -153.396  -61.832    0.015 -153.396  -61.015  -61.832     23.3528     21.3787
2020/11/05_21:14:04.805221081  9864.3   88.43  293.16  -61.020    0.014 -157.476  -61.825    0.014 -157.476  -61.020  -61.825     23.2653     21.2843
2020/11/05_21:14:05.818980932  9864.3   88.39  294.41  -61.017    0.015 -156.286  -61.845    0.015 -156.286  -61.017  -61.845     23.3026     21.0168
2020/11/05_21:14:06.832741022  9864.3   88.39  294.41  -61.016    0.016 -156.653  -61.827    0.016 -156.653  -61.016  -61.827      23.204     20.8535
2020/11/05_21:14:07.846501112  9864.3   88.39  294.41  -61.015    0.017 -154.265  -61.848    0.017 -154.265  -61.015  -61.848     23.0076     21.0139
2020/11/05_21:14:08.860260963  9864.3   88.39  294.41  -61.015    0.015 -157.396  -61.835    0.015 -157.396  -61.015  -61.835     23.0184     21.2091
2020/11/05_21:14:09.874021053  9864.3   88.39  294.41  -61.023    0.015 -156.318  -61.831    0.015 -156.318  -61.023  -61.831      23.136     21.4931
2020/11/05_21:14:10.887780905  9864.3   88.39  294.41  -61.015    0.016 -153.464  -61.828    0.016 -153.464  -61.015  -61.828     23.1419      21.454
2020/11/05_21:14:11.901540995  9864.3   88.39  294.41  -61.022    0.015 -155.981  -61.826    0.015 -155.981  -61.022  -61.826      23.071     21.3475
2020/11/05_21:14:12.915301085  9864.3   88.39  294.41  -61.014    0.016 -154.215  -61.845    0.016 -154.215  -61.014  -61.845     23.2784     21.3865
2020/11/05_21:14:13.929060936  9864.3   88.39  294.40  -61.017    0.016 -158.443  -61.846    0.016 -158.443  -61.017  -61.846     23.4612     21.5213
2020/11/05_21:14:14.942821026  9864.3   88.39  294.39  -61.018    0.016 -158.599  -61.848    0.016 -158.599  -61.018  -61.848       23.51     21.4593
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_21:14:15.956581116  9864.3   88.39  294.38  -61.020    0.016 -155.102  -61.843    0.016 -155.102  -61.020  -61.843      23.402     21.3862
2020/11/05_21:14:16.970340967  9864.3   88.39  294.38  -61.015    0.016 -156.851  -61.837    0.016 -156.851  -61.015  -61.837     23.1787     21.2817
2020/11/05_21:14:17.984101057  9864.3   88.39  294.38  -61.018    0.016 -156.114  -61.830    0.016 -156.114  -61.018  -61.830     22.8741     21.1984
2020/11/05_21:14:18.997860909  9864.3   88.39  294.38  -61.027    0.015 -159.282  -61.824    0.015 -159.282  -61.027  -61.824     22.7569     21.1655
2020/11/05_21:14:20.011620998  9864.3   88.39  294.38  -61.019    0.016 -161.605  -61.818    0.016 -161.605  -61.019  -61.818      22.946     21.1904
2020/11/05_21:14:21.025381088  9864.3   88.39  294.38  -61.015    0.015 -156.932  -61.819    0.015 -156.932  -61.015  -61.819     23.0974     21.2523
2020/11/05_21:14:22.039140940  9864.3   88.39  294.38  -61.023    0.016 -154.893  -61.826    0.016 -154.893  -61.023  -61.826     23.1696     21.3463
2020/11/05_21:14:23.052901030  9864.3   88.39  294.38  -61.018    0.016 -156.346  -61.818    0.016 -156.346  -61.018  -61.818     23.1631     21.5389
2020/11/05_21:14:24.066660881  9864.3   88.39  294.39  -61.014    0.015 -156.562  -61.824    0.015 -156.562  -61.014  -61.824     23.1819     21.5331
2020/11/05_21:14:25.080420971  9864.3   88.39  294.38  -61.019    0.017 -161.792  -61.841    0.017 -161.792  -61.019  -61.841     23.2029     21.3864
2020/11/05_21:14:26.094181061  9864.3   88.39  294.38  -61.018    0.017 -155.527  -61.844    0.017 -155.527  -61.018  -61.844     23.1467     21.2357
2020/11/05_21:14:27.107940912  9864.3   88.39  294.37  -61.026    0.016 -156.832  -61.830    0.016 -156.832  -61.026  -61.830     23.2013     21.2062
2020/11/05_21:14:28.121701002  9864.3   88.39  294.38  -61.013    0.016 -157.232  -61.817    0.016 -157.232  -61.013  -61.817     23.1227     21.1418
2020/11/05_21:14:29.135461092  9864.3   88.39  294.38  -61.016    0.016 -158.607  -61.829    0.016 -158.607  -61.016  -61.829     23.2617     21.3163
2020/11/05_21:14:30.149220943  9864.3   88.39  294.40  -61.019    0.016 -155.957  -61.828    0.016 -155.957  -61.019  -61.828     23.2887     21.3991
2020/11/05_21:14:31.162981033  9864.3   88.39  294.40  -61.021    0.015 -157.802  -61.818    0.015 -157.802  -61.021  -61.818     23.3337     21.5047
2020/11/05_21:14:32.176740885  9864.3   88.39  294.41  -61.019    0.016 -158.821  -61.826    0.016 -158.821  -61.019  -61.826     23.2475     21.3556
2020/11/05_21:14:33.190500975  9864.3   88.39  294.36  -61.011    0.015 -160.962  -61.829    0.015 -160.962  -61.011  -61.829     23.1862     21.2454
2020/11/05_21:14:34.204261065  9864.3   88.39  294.36  -61.030    0.015 -155.723  -61.824    0.015 -155.723  -61.030  -61.824     23.2505       21.26
2020/11/05_21:14:35.218020916  9864.3   88.39  294.35  -61.026    0.014 -157.229  -61.823    0.014 -157.229  -61.026  -61.823     23.2826     21.2106
2020/11/05_21:14:36.231781006  9864.3   88.39  294.36  -61.021    0.015 -154.138  -61.821    0.015 -154.138  -61.021  -61.821     23.0319     21.1262
2020/11/05_21:14:37.245541096  9864.3   88.39  294.36  -61.021    0.015 -159.163  -61.840    0.015 -159.163  -61.021  -61.840     22.9642     21.1515
2020/11/05_21:14:38.259300947  9864.3   88.39  294.35  -61.029    0.017 -160.086  -61.837    0.017 -160.086  -61.029  -61.837     23.0924     21.2549
2020/11/05_21:14:39.273061037  9864.3   88.39  294.36  -61.019    0.016 -154.896  -61.833    0.016 -154.896  -61.019  -61.833     23.3886     21.3896
2020/11/05_21:14:40.286820889  9864.3   88.39  294.36  -61.023    0.017 -155.698  -61.843    0.017 -155.698  -61.023  -61.843     23.5056     21.4408
2020/11/05_21:14:41.300580978  9864.3   88.39  294.32  -61.019    0.017 -155.616  -61.841    0.017 -155.616  -61.019  -61.841     23.3312     21.3028
2020/11/05_21:14:42.314341068  9864.3   88.39  294.30  -61.016    0.016 -160.195  -61.838    0.016 -160.195  -61.016  -61.838     23.0437     21.1858
2020/11/05_21:14:43.328100920  9864.3   88.39  294.29  -61.022    0.015 -160.237  -61.825    0.015 -160.237  -61.022  -61.825      22.839     21.1806
2020/11/05_21:14:44.341861010  9864.3   88.39  294.30  -61.012    0.017 -161.933  -61.828    0.017 -161.933  -61.012  -61.828     22.7714     21.2195
2020/11/05_21:14:45.355621099  9864.3   88.39  294.32  -61.016    0.015 -153.654  -61.818    0.015 -153.654  -61.016  -61.818     22.8559     21.2041
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_21:14:46.369380951  9864.3   88.40  294.35  -61.016    0.015 -158.641  -61.817    0.015 -158.641  -61.016  -61.817     22.9754     21.2202
2020/11/05_21:14:47.383141041  9864.3   88.40  294.34  -61.013    0.015 -158.163  -61.823    0.015 -158.163  -61.013  -61.823     23.0512     21.2342
2020/11/05_21:14:48.396900892  9864.3   88.40  294.34  -61.020    0.016 -157.886  -61.826    0.016 -157.886  -61.020  -61.826     23.0514     21.1804
2020/11/05_21:14:49.410660982  9864.3   88.40  294.30  -61.015    0.016 -162.872  -61.815    0.016 -162.872  -61.015  -61.815      23.147     21.3195
2020/11/05_21:14:50.424421072  9864.3   88.40  294.34  -61.018    0.015 -154.262  -61.821    0.015 -154.262  -61.018  -61.821      23.205     21.3979
2020/11/05_21:14:51.438180923  9864.3   88.40  294.32  -61.008    0.015 -155.102  -61.813    0.015 -155.102  -61.008  -61.813     23.2679     21.3793
2020/11/05_21:14:52.451941013  9864.3   88.40  294.32  -61.023    0.015 -159.411  -61.806    0.015 -159.411  -61.023  -61.806     23.2444     21.2192
2020/11/05_21:14:53.465701103  9864.3   88.40  294.32  -61.014    0.015 -158.896  -61.813    0.015 -158.896  -61.014  -61.813     23.1151     21.1287
2020/11/05_21:14:54.479460955  9864.3   88.40  294.30  -61.011    0.015 -159.516  -61.821    0.015 -159.516  -61.011  -61.821     23.0529     21.2136
2020/11/05_21:14:55.493221045  9864.3   88.40  294.29  -61.011    0.015 -160.737  -61.823    0.015 -160.737  -61.011  -61.823     23.0498     21.2342
2020/11/05_21:14:56.506980896  9864.3   88.40  294.29  -61.005    0.015 -157.525  -61.821    0.015 -157.525  -61.005  -61.821     23.0376     21.2607
2020/11/05_21:14:57.520740986  9864.3   88.40  294.28  -61.015    0.015 -155.193  -61.836    0.015 -155.193  -61.015  -61.836     22.9577     21.1422
2020/11/05_21:14:58.534501076  9864.3   88.40  294.28  -61.015    0.015 -154.243  -61.824    0.015 -154.243  -61.015  -61.824     22.7918     21.0471
2020/11/05_21:14:59.548260927  9864.3   88.40  294.28  -61.023    0.015 -156.909  -61.825    0.015 -156.909  -61.023  -61.825     22.6503     21.1236
2020/11/05_21:15:00.562021017  9864.3   88.40  294.28  -61.024    0.015 -153.888  -61.823    0.015 -153.888  -61.024  -61.823     22.7264     21.2832
2020/11/05_21:15:01.575781107  9864.3   88.40  294.27  -61.024    0.016 -159.603  -61.833    0.016 -159.603  -61.024  -61.833     22.7593     21.2893
2020/11/05_21:15:02.589540958  9864.3   88.40  294.38  -61.022    0.016 -155.489  -61.840    0.016 -155.489  -61.022  -61.840     22.8122     21.2962
2020/11/05_21:15:03.603301048  9864.3   88.40  294.32  -61.005    0.016 -157.694  -61.850    0.016 -157.694  -61.005  -61.850     22.9562     21.2452
2020/11/05_21:15:04.617060900  9864.3   88.40  294.28  -61.011    0.015 -160.461  -61.848    0.015 -160.461  -61.011  -61.848     23.1147     21.2727
2020/11/05_21:15:05.630820990  9864.3   88.39  294.34  -61.016    0.016 -159.173  -61.841    0.016 -159.173  -61.016  -61.841     23.0179     21.3152
2020/11/05_21:15:06.644581079  9864.3   88.39  294.26  -61.013    0.016 -159.825  -61.826    0.016 -159.825  -61.013  -61.826     22.8804     21.3115
2020/11/05_21:15:07.658340931  9864.3   88.39  294.22  -61.022    0.016 -159.216  -61.822    0.016 -159.216  -61.022  -61.822      22.816     21.2256
2020/11/05_21:15:08.672101021  9864.3   88.39  294.21  -61.013    0.016 -162.472  -61.813    0.016 -162.472  -61.013  -61.813     23.0365     21.2901
2020/11/05_21:15:09.685861111  9864.3   88.39  294.20  -61.025    0.017 -156.586  -61.826    0.017 -156.586  -61.025  -61.826     23.1035     21.1189
2020/11/05_21:15:10.699620962  9864.3   88.39  294.17  -61.018    0.016 -159.184  -61.837    0.016 -159.184  -61.018  -61.837     23.1167     20.9105
2020/11/05_21:15:11.713381052  9864.3   88.39  294.16  -61.025    0.015 -160.046  -61.822    0.015 -160.046  -61.025  -61.822       23.28     21.0935
2020/11/05_21:15:12.727140903  9864.3   88.39  294.14  -61.019    0.014 -159.570  -61.827    0.014 -159.570  -61.019  -61.827     23.4411     21.4025
2020/11/05_21:15:13.740900993  9864.3   88.39  294.24  -61.013    0.016 -157.818  -61.816    0.016 -157.818  -61.013  -61.816     23.4578     21.4607
2020/11/05_21:15:14.754661083  9864.3   88.39  294.23  -61.018    0.015 -155.212  -61.815    0.015 -155.212  -61.018  -61.815     23.1845     21.3789
2020/11/05_21:15:15.768420935  9864.3   88.39  294.21  -61.027    0.015 -156.427  -61.824    0.015 -156.427  -61.027  -61.824     23.0555     21.2075
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_21:15:16.782181025  9864.3   88.39  294.37  -61.019    0.015 -154.825  -61.812    0.015 -154.825  -61.019  -61.812     22.9229     21.2249
2020/11/05_21:15:17.795941114  9864.3   88.39  294.33  -61.023    0.015 -161.319  -61.834    0.015 -161.319  -61.023  -61.834     22.8637     21.2625
2020/11/05_21:15:18.809700966  9864.3   88.39  294.32  -61.016    0.016 -157.543  -61.816    0.016 -157.543  -61.016  -61.816     22.8817     21.1722
2020/11/05_21:15:19.823461056  9864.3   88.39  294.31  -61.030    0.015 -157.749  -61.819    0.015 -157.749  -61.030  -61.819     23.0432     21.2033
2020/11/05_21:15:20.837220907  9864.3   88.39  294.30  -61.029    0.015 -159.408  -61.831    0.015 -159.408  -61.029  -61.831     23.3363     21.4344
2020/11/05_21:15:21.850980997  9864.3   88.39  294.31  -61.025    0.015 -159.671  -61.840    0.015 -159.671  -61.025  -61.840     23.4303       21.31
2020/11/05_21:15:22.864741087  9864.3   88.39  294.37  -61.024    0.015 -156.903  -61.835    0.015 -156.903  -61.024  -61.835     23.1709     21.0661
2020/11/05_21:15:23.878500938  9864.3   88.39  294.34  -61.027    0.016 -157.977  -61.823    0.016 -157.977  -61.027  -61.823     22.8859     20.8285
2020/11/05_21:15:24.892261028  9864.3   88.39  294.33  -61.031    0.016 -159.212  -61.823    0.016 -159.212  -61.031  -61.823     22.7172     20.7852
2020/11/05_21:15:25.906021118  9864.3   88.39  294.40  -61.028    0.015 -161.210  -61.828    0.015 -161.210  -61.028  -61.828     22.7818     20.8337
2020/11/05_21:15:26.919780970  9864.3   88.39  294.34  -61.029    0.016 -159.660  -61.830    0.016 -159.660  -61.029  -61.830      22.867     21.0581
2020/11/05_21:15:27.933541059  9864.3   88.39  294.37  -61.030    0.016 -159.618  -61.822    0.016 -159.618  -61.030  -61.822     22.7638     20.9938
2020/11/05_21:15:28.947300911  9864.3   88.39  294.32  -61.020    0.015 -161.391  -61.833    0.015 -161.391  -61.020  -61.833     22.7396     20.9378
2020/11/05_21:15:29.961061001  9864.3   88.39  294.34  -61.029    0.015 -160.653  -61.816    0.015 -160.653  -61.029  -61.816     22.6615      20.887
2020/11/05_21:15:30.974821091  9864.3   88.39  294.35  -61.022    0.015 -161.694  -61.828    0.015 -161.694  -61.022  -61.828     22.6809     20.9719
2020/11/05_21:15:31.988580942  9864.3   88.39  294.36  -61.023    0.015 -158.572  -61.813    0.015 -158.572  -61.023  -61.813     22.5746     21.1262
2020/11/05_21:15:33.002341032  9864.3   88.39  294.35  -61.020    0.015 -159.712  -61.821    0.015 -159.712  -61.020  -61.821     22.4012     21.2246
2020/11/05_21:15:34.016100883  9864.3   88.39  294.31  -61.017    0.014 -161.267  -61.808    0.014 -161.267  -61.017  -61.808     22.4229     21.1014
2020/11/05_21:15:35.029860973  9864.3   88.39  294.31  -61.016    0.015 -157.459  -61.815    0.015 -157.459  -61.016  -61.815     22.5897     20.9403
2020/11/05_21:15:36.043621063  9864.3   88.40  294.32  -61.019    0.015 -163.462  -61.825    0.015 -163.462  -61.019  -61.825     22.8977      20.917
2020/11/05_21:15:37.057380915  9864.3   88.40  294.32  -61.020    0.016 -159.940  -61.820    0.016 -159.940  -61.020  -61.820     23.1479     21.0144
2020/11/05_21:15:38.071141005  9864.3   88.40  294.27  -61.029    0.014 -160.665  -61.829    0.014 -160.665  -61.029  -61.829     23.2967     21.1511
2020/11/05_21:15:39.084901094  9864.3   88.40  294.28  -61.023    0.016 -159.800  -61.829    0.016 -159.800  -61.023  -61.829     23.1919     21.1773
2020/11/05_21:15:40.098660946  9864.3   88.40  294.25  -61.028    0.016 -158.428  -61.837    0.016 -158.428  -61.028  -61.837     23.0355     21.1668
2020/11/05_21:15:41.112421036  9864.3   88.39  294.35  -61.019    0.016 -163.988  -61.836    0.016 -163.988  -61.019  -61.836     22.8717     21.1352
2020/11/05_21:15:42.126180887  9864.3   88.39  294.33  -61.024    0.016 -159.005  -61.828    0.016 -159.005  -61.024  -61.828     22.7222     21.0446
2020/11/05_21:15:43.139940977  9864.3   88.39  294.33  -61.013    0.014 -156.833  -61.813    0.014 -156.833  -61.013  -61.813     22.8117     21.1171
2020/11/05_21:15:44.153701067  9864.3   88.39  294.31  -61.021    0.015 -155.609  -61.800    0.015 -155.609  -61.021  -61.800     22.8548     21.1845
2020/11/05_21:15:45.167460918  9864.3   88.39  294.31  -61.018    0.015 -159.534  -61.805    0.015 -159.534  -61.018  -61.805     22.9261     21.1925
2020/11/05_21:15:46.181221008  9864.3   88.39  294.31  -61.021    0.015 -160.717  -61.809    0.015 -160.717  -61.021  -61.809     22.7892     21.1202
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_21:15:47.194981098  9864.3   88.39  294.31  -61.028    0.014 -159.265  -61.803    0.014 -159.265  -61.028  -61.803     22.8023     21.1535
2020/11/05_21:15:48.208740950  9864.3   88.39  294.31  -61.026    0.016 -158.223  -61.815    0.016 -158.223  -61.026  -61.815     22.8298     21.1604
2020/11/05_21:15:49.222501040  9864.3   88.39  294.31  -61.029    0.015 -158.687  -61.803    0.015 -158.687  -61.029  -61.803     22.9814     21.2819
2020/11/05_21:15:50.236260891  9864.3   88.39  294.31  -61.032    0.015 -158.291  -61.797    0.015 -158.291  -61.032  -61.797     23.0092     21.3548
2020/11/05_21:15:51.250020981  9864.3   88.39  294.32  -61.040    0.016 -157.685  -61.804    0.016 -157.685  -61.040  -61.804     22.9081     21.1528
2020/11/05_21:15:52.263781071  9864.3   88.39  294.33  -61.035    0.015 -158.613  -61.804    0.015 -158.613  -61.035  -61.804      22.823      21.238
2020/11/05_21:15:53.277540922  9864.3   88.39  294.33  -61.022    0.015 -163.417  -61.807    0.015 -163.417  -61.022  -61.807     22.7962     21.1167
2020/11/05_21:15:54.291301012  9864.3   88.39  294.33  -61.014    0.015 -158.426  -61.802    0.015 -158.426  -61.014  -61.802     22.8869     21.1413
2020/11/05_21:15:55.305061102  9864.3   88.42  293.06  -61.038    0.015 -159.968  -61.820    0.015 -159.968  -61.038  -61.820     22.9833      21.122
2020/11/05_21:15:56.318820953  9864.3   88.39  294.44  -61.025    0.015 -160.683  -61.821    0.015 -160.683  -61.025  -61.821     23.1112     21.1539
2020/11/05_21:15:57.332581043  9864.3   88.39  294.38  -61.026    0.015 -158.356  -61.815    0.015 -158.356  -61.026  -61.815     23.0303     21.2765
2020/11/05_21:15:58.346340895  9864.3   88.39  294.38  -61.028    0.015 -152.131  -61.820    0.015 -152.131  -61.028  -61.820     22.8589     21.3611
2020/11/05_21:15:59.360100985  9864.3   88.39  294.37  -61.030    0.015 -156.632  -61.804    0.015 -156.632  -61.030  -61.804     22.7823     21.4387
2020/11/05_21:16:00.373861074  9864.3   88.39  294.36  -61.020    0.015 -157.875  -61.794    0.015 -157.875  -61.020  -61.794     22.9193     21.4575
2020/11/05_21:16:01.387620926  9864.3   88.39  294.36  -61.019    0.014 -153.526  -61.806    0.014 -153.526  -61.019  -61.806     23.0451     21.3698
2020/11/05_21:16:02.401381016  9864.3   88.39  294.37  -61.016    0.015 -155.398  -61.817    0.015 -155.398  -61.016  -61.817     23.1027     21.3003
2020/11/05_21:16:03.415141106  9864.3   88.39  294.36  -61.035    0.015 -155.327  -61.819    0.015 -155.327  -61.035  -61.819     23.2044     21.1911
2020/11/05_21:16:04.428900957  9864.3   88.39  294.37  -61.030    0.015 -158.184  -61.830    0.015 -158.184  -61.030  -61.830      23.159     21.1618
2020/11/05_21:16:05.442661047  9864.3   88.39  294.37  -61.025    0.014 -159.405  -61.808    0.014 -159.405  -61.025  -61.808     23.0377     21.3221
2020/11/05_21:16:06.456420898  9864.3   88.39  294.37  -61.030    0.014 -158.423  -61.816    0.014 -158.423  -61.030  -61.816     22.7088      21.237
2020/11/05_21:16:07.470180988  9864.3   88.39  294.36  -61.033    0.014 -156.110  -61.809    0.014 -156.110  -61.033  -61.809     22.4249     21.1232
2020/11/05_21:16:08.483941078  9864.3   88.39  294.36  -61.036    0.015 -160.462  -61.807    0.015 -160.462  -61.036  -61.807       22.54     21.0201
2020/11/05_21:16:09.497700930  9864.3   88.39  294.37  -61.022    0.015 -157.318  -61.797    0.015 -157.318  -61.022  -61.797     22.6064     20.9277
