# RUN INFO: year,month,day,hour,min,sec,nSamples,startGate,nGates
# 2020,12,19,00,51,50,10000,100,300
# OPS INFO: siteName,radarName,alt,lat,lon,startRange,gateSpacing,scanMode,xmitRcvMode,prfMode,xmitPhaseMode,wavelenCm,beamWidthH,beamWidthV
#,HCR,1609,40.0379,-105.241,-198,19.1867,12,8,1,1,0.317556,0.75,0.72
# DUAL CHANNEL MODE:
#   Start gate: 100
#   N gates: 300
#   N samples: 10000
# OPS INFO: siteName,radarName,alt,lat,lon,startRange,gateSpacing,scanMode,xmitRcvMode,prfMode,xmitPhaseMode,wavelenCm,beamWidthH,beamWidthV
#,HCR,1609,40.0379,-105.241,-198,19.1867,12,8,1,1,0.317556,0.75,0.72
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_21:16:10.511461020  9864.3   88.39  294.32  -61.019    0.016 -158.146  -61.806    0.016 -158.146  -61.019  -61.806     22.8093     21.0961
2020/11/05_21:16:11.525221109  9864.3   88.39  294.33  -61.023    0.014 -156.106  -61.785    0.014 -156.106  -61.023  -61.785     22.8311     21.3149
2020/11/05_21:16:12.538980961  9864.3   88.39  294.35  -61.023    0.015 -156.009  -61.802    0.015 -156.009  -61.023  -61.802     22.8444     21.4732
2020/11/05_21:16:13.552741051  9864.3   88.39  294.33  -61.027    0.016 -160.302  -61.801    0.016 -160.302  -61.027  -61.801     22.9383     21.3731
2020/11/05_21:16:14.566500902  9864.3   88.39  294.34  -61.018    0.015 -160.771  -61.801    0.015 -160.771  -61.018  -61.801     22.8795     21.1888
2020/11/05_21:16:15.580260992  9864.3   88.39  294.34  -61.024    0.015 -162.224  -61.793    0.015 -162.224  -61.024  -61.793     22.9552     21.3458
2020/11/05_21:16:16.594021082  9864.3   88.39  294.34  -61.020    0.015 -162.425  -61.814    0.015 -162.425  -61.020  -61.814     22.8866      21.382
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_21:16:17.607780933  9864.3   88.39  294.33  -61.019    0.014 -161.046  -61.819    0.014 -161.046  -61.019  -61.819     22.6561       21.17
2020/11/05_21:16:18.621541023  9864.3   88.39  294.34  -61.029    0.014 -158.856  -61.800    0.014 -158.856  -61.029  -61.800     22.8169     20.9739
2020/11/05_21:16:19.635301113  9864.3   88.39  294.33  -61.024    0.015 -155.971  -61.800    0.015 -155.971  -61.024  -61.800     22.8855     20.6139
2020/11/05_21:16:20.649060965  9864.3   88.39  294.32  -61.026    0.014 -158.811  -61.792    0.014 -158.811  -61.026  -61.792      22.878     20.6097
2020/11/05_21:16:21.662821054  9864.3   88.39  294.32  -61.025    0.016 -158.971  -61.807    0.016 -158.971  -61.025  -61.807     22.5366     20.5435
2020/11/05_21:16:22.676580906  9864.3   88.39  294.28  -61.024    0.015 -161.674  -61.800    0.015 -161.674  -61.024  -61.800     22.5031      20.826
2020/11/05_21:16:23.690340996  9864.3   88.39  294.29  -61.025    0.014 -157.405  -61.792    0.014 -157.405  -61.025  -61.792     22.5248     21.0948
2020/11/05_21:16:24.704101086  9864.3   88.40  294.29  -61.021    0.015 -159.400  -61.803    0.015 -159.400  -61.021  -61.803     22.5728     21.0744
2020/11/05_21:16:25.717860937  9864.3   88.39  294.21  -61.026    0.015 -155.529  -61.802    0.015 -155.529  -61.026  -61.802     22.6814     20.9884
2020/11/05_21:16:26.731621027  9864.3   88.39  294.22  -61.033    0.014 -158.166  -61.799    0.014 -158.166  -61.033  -61.799     22.8656     20.9118
2020/11/05_21:16:27.745381117  9864.3   88.39  294.23  -61.036    0.015 -154.993  -61.792    0.015 -154.993  -61.036  -61.792     22.9485     20.9963
2020/11/05_21:16:28.759140968  9864.3   88.40  294.19  -61.034    0.014 -160.303  -61.792    0.014 -160.303  -61.034  -61.792      23.022      21.326
2020/11/05_21:16:29.772901058  9864.3   88.40  294.20  -61.027    0.014 -157.759  -61.798    0.014 -157.759  -61.027  -61.798     22.8219     21.5086
2020/11/05_21:16:30.786660910  9864.3   88.39  294.17  -61.022    0.015 -158.622  -61.795    0.015 -158.622  -61.022  -61.795     22.7411     21.4442
2020/11/05_21:16:31.800421000  9864.3   88.39  294.16  -61.024    0.015 -158.103  -61.796    0.015 -158.103  -61.024  -61.796     22.8927     21.2473
2020/11/05_21:16:32.814181089  9864.3   88.39  294.12  -61.032    0.015 -158.167  -61.793    0.015 -158.167  -61.032  -61.793     23.0167     21.1878
2020/11/05_21:16:33.827940941  9864.3   88.40  294.25  -61.026    0.015 -157.276  -61.808    0.015 -157.276  -61.026  -61.808     22.9788     21.1813
2020/11/05_21:16:34.841701031  9864.3   88.40  294.24  -61.032    0.015 -158.946  -61.811    0.015 -158.946  -61.032  -61.811     23.0127     21.3565
2020/11/05_21:16:35.855460882  9864.3   88.40  294.20  -61.029    0.014 -158.083  -61.824    0.014 -158.083  -61.029  -61.824     23.1339     21.4499
2020/11/05_21:16:36.869220972  9864.3   88.39  294.31  -61.029    0.015 -156.302  -61.818    0.015 -156.302  -61.029  -61.818     23.1184     21.2416
2020/11/05_21:16:37.882981062  9864.3   88.39  294.24  -61.024    0.015 -158.258  -61.831    0.015 -158.258  -61.024  -61.831     22.8367     20.9465
2020/11/05_21:16:38.896740913  9864.3   88.39  294.23  -61.029    0.016 -155.372  -61.825    0.016 -155.372  -61.029  -61.825     22.8267     20.9076
2020/11/05_21:16:39.910501003  9864.3   88.39  294.32  -61.039    0.016 -154.055  -61.826    0.016 -154.055  -61.039  -61.826     22.8761      20.904
2020/11/05_21:16:40.924261093  9864.3   88.39  294.24  -61.038    0.016 -157.567  -61.842    0.016 -157.567  -61.038  -61.842     22.9521     20.8684
2020/11/05_21:16:41.938020945  9864.3   88.39  294.26  -61.031    0.014 -158.411  -61.826    0.014 -158.411  -61.031  -61.826     22.9573     20.9867
2020/11/05_21:16:42.951781034  9864.3   88.39  294.26  -61.039    0.015 -159.541  -61.822    0.015 -159.541  -61.039  -61.822     22.9934     21.1529
2020/11/05_21:16:43.965540886  9864.3   88.39  294.26  -61.039    0.014 -154.739  -61.820    0.014 -154.739  -61.039  -61.820     23.0247     21.3765
2020/11/05_21:16:44.979300976  9864.3   88.39  294.25  -61.043    0.015 -155.458  -61.816    0.015 -155.458  -61.043  -61.816     23.0393     21.4974
2020/11/05_21:16:45.993061066  9864.3   88.39  294.24  -61.046    0.016 -157.783  -61.825    0.016 -157.783  -61.046  -61.825     22.7962     21.3976
# OPS INFO: siteName,radarName,alt,lat,lon,startRange,gateSpacing,scanMode,xmitRcvMode,prfMode,xmitPhaseMode,wavelenCm,beamWidthH,beamWidthV
#,HCR,1594.94,40.038,-105.241,-198,19.1867,12,8,1,1,0.317556,0.75,0.72
2020/11/05_21:16:47.006820917  9864.3   88.39  294.23  -61.023    0.054 -148.942  -50.667    0.054 -148.942  -61.023  -50.667     22.6433     21.3065
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_21:16:48.020581007  9864.3   88.39  294.31  -61.011    0.060 -149.677  -49.577    0.060 -149.677  -61.011  -49.577     22.9054     21.5621
2020/11/05_21:16:49.034341097  9864.3   88.39  294.26  -61.011    0.059 -148.982  -49.521    0.059 -148.982  -61.011  -49.521     23.0443     21.6292
2020/11/05_21:16:50.048100948  9864.3   88.39  294.23  -61.005    0.060 -149.546  -49.497    0.060 -149.546  -61.005  -49.497      23.079     21.6157
2020/11/05_21:16:51.061861038  9864.3   88.39  294.33  -61.011    0.058 -148.901  -49.474    0.058 -148.901  -61.011  -49.474      23.017     21.3756
2020/11/05_21:16:52.075620890  9864.3   88.39  294.32  -61.006    0.060 -148.725  -49.457    0.060 -148.725  -61.006  -49.457      22.788     21.2897
2020/11/05_21:16:53.089380980  9864.3   88.39  294.28  -61.003    0.060 -149.650  -49.448    0.060 -149.650  -61.003  -49.448     22.8381     21.7384
2020/11/05_21:16:54.103141069  9864.3   88.39  294.26  -60.998    0.061 -148.698  -49.442    0.061 -148.698  -60.998  -49.442     22.8977     21.9449
2020/11/05_21:16:55.116900921  9864.3   88.39  294.26  -61.006    0.061 -149.060  -49.428    0.061 -149.060  -61.006  -49.428     22.8226     22.1181
2020/11/05_21:16:56.130661011  9864.3   88.39  294.26  -61.003    0.059 -148.965  -49.431    0.059 -148.965  -61.003  -49.431     22.8034     21.9096
2020/11/05_21:16:57.144421101  9864.3   88.38  294.37  -61.002    0.061 -148.372  -49.428    0.061 -148.372  -61.002  -49.428      23.004     21.6567
2020/11/05_21:16:58.158180952  9864.3   88.39  294.30  -61.002    0.061 -149.272  -49.418    0.061 -149.272  -61.002  -49.418     23.3034     21.8333
2020/11/05_21:16:59.171941042  9864.3   88.39  294.32  -60.999    0.060 -147.991  -49.425    0.060 -147.991  -60.999  -49.425     23.5901     21.6513
2020/11/05_21:17:00.185700893  9864.3   88.39  294.29  -61.007    0.061 -148.775  -49.418    0.061 -148.775  -61.007  -49.418     23.3636     21.5435
2020/11/05_21:17:01.199460983  9864.3   88.39  294.25  -61.014    0.060 -148.504  -49.416    0.060 -148.504  -61.014  -49.416     23.3709     21.4819
2020/11/05_21:17:02.213221073  9864.3   88.39  294.32  -61.009    0.060 -148.302  -49.408    0.060 -148.302  -61.009  -49.408     23.4742     21.4365
2020/11/05_21:17:03.226980925  9864.3   88.39  294.25  -61.010    0.060 -148.482  -49.408    0.060 -148.482  -61.010  -49.408     23.3129     21.4495
2020/11/05_21:17:04.240741014  9864.3   88.39  294.25  -61.007    0.060 -147.403  -49.401    0.060 -147.403  -61.007  -49.401     23.3178     21.6088
2020/11/05_21:17:05.254501104  9864.3   88.39  294.22  -61.009    0.059 -148.556  -49.409    0.059 -148.556  -61.009  -49.409     23.0012     21.8294
2020/11/05_21:17:06.268260956  9864.3   88.39  294.24  -61.001    0.060 -148.008  -49.406    0.060 -148.008  -61.001  -49.406     22.8275     21.9996
2020/11/05_21:17:07.282021046  9864.3   88.39  294.24  -61.008    0.060 -149.105  -49.404    0.060 -149.105  -61.008  -49.404     22.7227     21.9509
2020/11/05_21:17:08.295780897  9864.3   88.39  294.24  -61.013    0.060 -148.748  -49.396    0.060 -148.748  -61.013  -49.396     22.7403     21.7753
2020/11/05_21:17:09.309540987  9864.3   88.39  294.19  -61.008    0.060 -148.157  -49.395    0.060 -148.157  -61.008  -49.395     22.6118     21.2575
2020/11/05_21:17:10.323301077  9864.3   88.40  294.20  -61.007    0.059 -147.801  -49.389    0.059 -147.801  -61.007  -49.389     22.6311     21.1578
2020/11/05_21:17:11.337060928  9864.3   88.40  294.20  -61.011    0.061 -149.095  -49.384    0.061 -149.095  -61.011  -49.384     22.8937     21.2141
2020/11/05_21:17:12.350821018  9864.3   88.40  294.15  -61.017    0.060 -149.353  -49.395    0.060 -149.353  -61.017  -49.395     23.1835     21.3887
2020/11/05_21:17:13.364581108  9864.3   88.40  294.16  -61.010    0.060 -149.383  -49.387    0.060 -149.383  -61.010  -49.387      23.249     21.3872
2020/11/05_21:17:14.378340960  9864.3   88.40  294.16  -61.004    0.060 -148.957  -49.382    0.060 -148.957  -61.004  -49.382     23.0093     21.2523
2020/11/05_21:17:15.392101049  9864.3   88.40  294.10  -61.005    0.060 -148.790  -49.380    0.060 -148.790  -61.005  -49.380     22.9425     21.0864
2020/11/05_21:17:16.405860901  9864.3   88.40  294.09  -61.017    0.059 -147.837  -49.386    0.059 -147.837  -61.017  -49.386     23.0358     21.0166
2020/11/05_21:17:17.419620991  9864.3   88.40  294.07  -61.001    0.060 -149.353  -49.382    0.060 -149.353  -61.001  -49.382     23.1818     21.1151
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_21:17:18.433381081  9864.3   88.40  294.16  -61.007    0.059 -147.968  -49.383    0.059 -147.968  -61.007  -49.383     23.1769     21.2274
2020/11/05_21:17:19.447140932  9864.3   88.40  294.14  -61.009    0.061 -148.546  -49.375    0.061 -148.546  -61.009  -49.375     23.0993      21.327
2020/11/05_21:17:20.460901022  9864.3   88.40  294.14  -61.004    0.059 -148.532  -49.378    0.059 -148.532  -61.004  -49.378      22.906     21.2504
2020/11/05_21:17:21.474661112  9864.3   88.40  294.16  -61.001    0.060 -149.457  -49.376    0.060 -149.457  -61.001  -49.376     22.9484     21.3886
2020/11/05_21:17:22.488420963  9864.3   88.40  294.15  -61.011    0.059 -148.639  -49.378    0.059 -148.639  -61.011  -49.378     22.8054     21.1907
2020/11/05_21:17:23.502181053  9864.3   88.40  294.11  -61.011    0.060 -149.308  -49.377    0.060 -149.308  -61.011  -49.377     22.8419     20.9719
2020/11/05_21:17:24.515940905  9864.3   88.40  294.10  -61.006    0.060 -149.308  -49.370    0.060 -149.308  -61.006  -49.370     22.7285       20.91
2020/11/05_21:17:25.529700994  9864.3   88.39  294.10  -61.011    0.060 -148.644  -49.373    0.060 -148.644  -61.011  -49.373      22.865     21.2343
2020/11/05_21:17:26.543461084  9864.3   88.39  294.10  -61.006    0.060 -149.266  -49.371    0.060 -149.266  -61.006  -49.371     22.9303      21.402
2020/11/05_21:17:27.557220936  9864.3   88.39  294.11  -61.007    0.061 -148.797  -49.366    0.061 -148.797  -61.007  -49.366     23.0902     21.5253
2020/11/05_21:17:28.570981026  9864.3   88.40  294.11  -60.998    0.060 -147.844  -49.371    0.060 -147.844  -60.998  -49.371     23.0538     21.5469
2020/11/05_21:17:29.584741116  9864.3   88.39  294.08  -61.014    0.059 -148.752  -49.369    0.059 -148.752  -61.014  -49.369     23.0169     21.5962
2020/11/05_21:17:30.598500967  9864.3   88.39  294.07  -61.019    0.060 -148.102  -49.373    0.060 -148.102  -61.019  -49.373     23.1787     21.7104
2020/11/05_21:17:31.612261057  9864.3   88.39  294.01  -61.017    0.060 -148.204  -49.362    0.060 -148.204  -61.017  -49.362     23.2226      21.774
2020/11/05_21:17:32.626020908  9864.3   88.39  294.01  -61.011    0.060 -148.497  -49.367    0.060 -148.497  -61.011  -49.367      23.026     21.7263
2020/11/05_21:17:33.639780998  9864.3   88.39  294.00  -61.012    0.060 -148.976  -49.359    0.060 -148.976  -61.012  -49.359     22.7279     21.3758
2020/11/05_21:17:34.653541088  9864.3   88.39  293.99  -61.013    0.060 -148.100  -49.369    0.060 -148.100  -61.013  -49.369     22.7056     21.1882
2020/11/05_21:17:35.667300940  9864.3   88.39  293.99  -61.014    0.059 -148.946  -49.364    0.059 -148.946  -61.014  -49.364     22.7358     21.0844
2020/11/05_21:17:36.681061029  9864.3   88.39  293.99  -61.012    0.060 -149.612  -49.364    0.060 -149.612  -61.012  -49.364     22.8905     21.1526
2020/11/05_21:17:37.694820881  9864.3   88.39  294.01  -61.006    0.059 -147.510  -49.362    0.059 -147.510  -61.006  -49.362     23.0124     21.1413
2020/11/05_21:17:38.708580971  9864.3   88.39  294.02  -61.012    0.059 -148.883  -49.372    0.059 -148.883  -61.012  -49.372     23.0691     20.9397
2020/11/05_21:17:39.722341061  9864.3   88.40  294.03  -61.004    0.060 -148.651  -49.362    0.060 -148.651  -61.004  -49.362     23.1618     20.7846
2020/11/05_21:17:40.736100912  9864.3   88.40  294.04  -61.011    0.059 -149.159  -49.365    0.059 -149.159  -61.011  -49.365     23.0433     21.0103
2020/11/05_21:17:41.749861002  9864.3   88.40  294.05  -61.012    0.061 -148.196  -49.364    0.061 -148.196  -61.012  -49.364     23.1546     21.4171
2020/11/05_21:17:42.763621092  9864.3   88.40  293.98  -61.022    0.061 -148.418  -49.361    0.061 -148.418  -61.022  -49.361     23.1517     21.4548
2020/11/05_21:17:43.777380943  9864.3   88.40  293.98  -61.032    0.060 -148.835  -49.358    0.060 -148.835  -61.032  -49.358     23.1565     21.4886
2020/11/05_21:17:44.791141033  9864.3   88.40  293.98  -61.016    0.059 -149.556  -49.362    0.059 -149.556  -61.016  -49.362     23.2014     21.4471
2020/11/05_21:17:45.804900885  9864.3   88.40  293.98  -61.013    0.061 -149.175  -49.362    0.061 -149.175  -61.013  -49.362     23.1121     21.4182
2020/11/05_21:17:46.818660975  9864.3   88.40  293.97  -61.015    0.060 -147.997  -49.356    0.060 -147.997  -61.015  -49.356     23.1865     21.8011
2020/11/05_21:17:47.832421064  9864.3   88.40  293.96  -61.022    0.060 -148.758  -49.360    0.060 -148.758  -61.022  -49.360     22.9646     21.6202
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_21:17:48.846180916  9864.3   88.40  294.09  -61.024    0.060 -149.195  -49.359    0.060 -149.195  -61.024  -49.359     22.7452     21.2835
2020/11/05_21:17:49.859941006  9864.3   88.40  294.06  -61.020    0.059 -148.434  -49.363    0.059 -148.434  -61.020  -49.363     22.5196     20.7651
2020/11/05_21:17:50.873701096  9864.3   88.40  294.14  -61.010    0.059 -149.439  -49.360    0.059 -149.439  -61.010  -49.360      22.905     20.9196
2020/11/05_21:17:51.887460947  9864.3   88.40  294.12  -61.015    0.061 -148.715  -49.365    0.061 -148.715  -61.015  -49.365     23.4707     21.3053
2020/11/05_21:17:52.901221037  9864.3   88.40  294.11  -61.005    0.059 -149.178  -49.358    0.059 -149.178  -61.005  -49.358     23.8037     21.4588
2020/11/05_21:17:53.914980888  9864.3   88.40  294.20  -61.003    0.061 -149.539  -49.359    0.061 -149.539  -61.003  -49.359     23.4441     21.3516
2020/11/05_21:17:54.928740978  9864.3   88.40  294.18  -61.018    0.061 -148.804  -49.356    0.061 -148.804  -61.018  -49.356     22.9626     21.1266
2020/11/05_21:17:55.942501068  9864.3   88.40  294.17  -61.008    0.060 -147.640  -49.357    0.060 -147.640  -61.008  -49.357     22.9341     21.0489
2020/11/05_21:17:56.956260920  9864.3   88.40  294.16  -61.013    0.060 -148.662  -49.353    0.060 -148.662  -61.013  -49.353     22.8849     21.0182
2020/11/05_21:17:57.970021009  9864.3   88.40  294.23  -61.015    0.060 -149.445  -49.353    0.060 -149.445  -61.015  -49.353     22.7896     21.1193
2020/11/05_21:17:58.983781099  9864.3   88.40  294.30  -61.014    0.061 -148.415  -49.357    0.061 -148.415  -61.014  -49.357     22.7559     20.9362
2020/11/05_21:17:59.997540951  9864.3   88.40  294.28  -61.007    0.061 -149.154  -49.353    0.061 -149.154  -61.007  -49.353     22.7188     20.9508
2020/11/05_21:18:01.011301041  9864.3   88.39  294.32  -61.009    0.060 -149.550  -49.354    0.060 -149.550  -61.009  -49.354     23.1498      21.332
2020/11/05_21:18:02.025060892  9864.3   88.39  294.31  -61.007    0.060 -148.415  -49.357    0.060 -148.415  -61.007  -49.357     23.4243     21.5849
2020/11/05_21:18:03.038820982  9864.3   88.39  294.30  -61.011    0.060 -148.868  -49.351    0.060 -148.868  -61.011  -49.351     23.4964     21.7368
2020/11/05_21:18:04.052581072  9864.3   88.39  294.29  -61.020    0.060 -148.526  -49.354    0.060 -148.526  -61.020  -49.354     23.4896     21.8218
2020/11/05_21:18:05.066340923  9864.3   88.39  294.25  -61.023    0.060 -149.628  -49.351    0.060 -149.628  -61.023  -49.351     22.9351     21.5822
2020/11/05_21:18:06.080101013  9864.3   88.39  294.25  -61.009    0.060 -149.320  -49.346    0.060 -149.320  -61.009  -49.346     22.7072     21.4064
2020/11/05_21:18:07.093861103  9864.3   88.39  294.25  -61.014    0.062 -148.542  -49.348    0.062 -148.542  -61.014  -49.348     22.7287     21.3566
2020/11/05_21:18:08.107620955  9864.3   88.39  294.26  -61.017    0.060 -148.484  -49.343    0.060 -148.484  -61.017  -49.343     22.7396     21.2003
2020/11/05_21:18:09.121381044  9864.3   88.39  294.26  -61.014    0.059 -148.851  -49.354    0.059 -148.851  -61.014  -49.354     22.7347     21.0687
2020/11/05_21:18:10.135140896  9864.3   88.39  294.28  -61.019    0.060 -148.257  -49.352    0.060 -148.257  -61.019  -49.352     22.6693     21.0906
